Season,Event,Buyer ID,Resale Date,Seat Block,Qty,Primary Value / Ticket,Resale Value / Ticket,Mail CSZ
Football 2017,Cincinnati,1016711,9/8/17,"1:13:23:14,13",4,71.67,60,"Belleville, MI  48111"
Football 2017,Cincinnati,103011,9/9/17,"1:1:21:24,23",4,71.67,111.39,"New Canaan, CT  06840"
Football 2017,Cincinnati,1054146,9/6/17,"1:6:62:10,9",2,71.67,66,"Carleton, MI  48117"
Football 2017,Cincinnati,1058175,9/8/17,"1:20:8:8,7",2,71.67,75,"Ada, MI  49301"
Football 2017,Cincinnati,1061957,9/4/17,"1:3:44:12,11",2,71.67,104,"East Lansing, MI  48823"
Football 2017,Cincinnati,1062084,9/5/17,"1:37:20:40,37",4,71.67,96.9,"White Pigeon, MI  49099"
Football 2017,Cincinnati,1063838,8/23/17,"1:20:33:24,23",2,71.67,120,"Temperance, MI  48182"
Football 2017,Cincinnati,1069726,8/10/17,"1:35:49:23,20",4,71.67,93,"Santa Fe, NM 87506"
Football 2017,Cincinnati,111627,8/31/17,"1:6:67:3,1",6,71.67,90,"Bellaire, MI  49615"
Football 2017,Cincinnati,125622,9/6/17,"1:21:55:1,1",2,100,79.82,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,125622,9/6/17,"1:21:55:8,8",2,100,79.82,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,125772,9/6/17,"1:25:21:23,19",10,100,198,"Prairie Village, KS  66208"
Football 2017,Cincinnati,12736,9/8/17,"1:35:49:2,1",4,64.5,55,"Northville, MI  48168"
Football 2017,Cincinnati,14162,9/6/17,"1:7:70:5,5",2,71.67,69.99,"Bloomfield Hills, MI  48301"
Football 2017,Cincinnati,148547,8/5/17,"1:5:25:2,1",4,71.67,125,"West Harrison, IN  47060"
Football 2017,Cincinnati,161731,9/9/17,"1:42:11:8,5",8,85,88.8,"South Lyon, MI  48178"
Football 2017,Cincinnati,164891,9/9/17,"1:15:19:39,39",2,75,50,"Royal Oak, MI  48067"
Football 2017,Cincinnati,18972944,9/5/17,"1:8:74:22,21",4,71.67,65,"Grosse Pointe, MI  48230"
Football 2017,Cincinnati,198884,9/7/17,"1:24:67:20,17",8,71.67,95,"Arlington, VA  22202"
Football 2017,Cincinnati,23908,9/4/17,"1:37:42:17,16",4,71.67,70,"Cincinnati, OH  45243"
Football 2017,Cincinnati,24402609,9/7/17,"1:36:32:20,19",2,71.67,52,"Hartland, MI  48353"
Football 2017,Cincinnati,25128030,9/6/17,"1:8:76:32,31",4,71.67,60,"Midland, MI  48642"
Football 2017,Cincinnati,277739,9/5/17,"1:23:83:20,20",2,100,95,"Whitby, ON  L1P 1V4"
Football 2017,Cincinnati,29038,9/8/17,"1:9:84:12,9",8,71.67,61.88,"Grand Blanc, MI  48439"
Football 2017,Cincinnati,29469,8/16/17,"1:6:41:8,7",4,71.67,97,"Lambertville, MI  48144"
Football 2017,Cincinnati,29947,9/7/17,"1:16:71:26,25",4,71.67,80.13,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,302075,9/7/17,"1:12:21:16,15",4,71.67,60,"Wayzata, MN  55391"
Football 2017,Cincinnati,322094,9/9/17,"1:24:79:28,28",2,100,67.04,"Holland, MI  49423"
Football 2017,Cincinnati,335602,9/7/17,"1:21:51:6,6",2,100,67.26,"White Lake, MI  48383"
Football 2017,Cincinnati,337419,9/7/17,"1:19:53:8,7",4,85,67.9,"Harrison Twp, MI  48045"
Football 2017,Cincinnati,338580,9/9/17,"1:4:66:15,15",2,85,54.75,"Petoskey, MI  49770"
Football 2017,Cincinnati,339913,9/5/17,"1:37:78:25,24",4,71.67,61.23,"Ann Arbor, MI  48108"
Football 2017,Cincinnati,349930,9/8/17,"1:42:84:20,19",4,71.67,67,"Bloomfield Hills, MI  48302"
Football 2017,Cincinnati,355838,8/29/17,"1:13:50:20,19",4,71.67,54,"Lewis Center, OH  43035"
Football 2017,Cincinnati,357689,9/1/17,"1:1:84:4,1",8,71.67,120,"Pepper Pike, OH  44124"
Football 2017,Cincinnati,357689,9/7/17,"1:44:78:12,9",8,71.67,79,"Pepper Pike, OH  44124"
Football 2017,Cincinnati,359198,8/3/17,"1:41:82:13,12",4,71.67,90.64,"Winona Lake, IN  46590"
Football 2017,Cincinnati,359198,8/3/17,"1:41:83:11,10",4,71.67,88,"Winona Lake, IN  46590"
Football 2017,Cincinnati,359198,8/10/17,"1:41:83:3,1",6,71.67,100,"Winona Lake, IN  46590"
Football 2017,Cincinnati,359198,8/11/17,"1:41:73:29,27",6,71.67,96.42,"Winona Lake, IN  46590"
Football 2017,Cincinnati,359198,8/13/17,"1:41:75:4,1",8,71.67,94.99,"Winona Lake, IN  46590"
Football 2017,Cincinnati,363544,9/9/17,"1:40:10:37,36",4,71.67,59.95,"Battle Creek, MI  49037"
Football 2017,Cincinnati,372731,8/17/17,"1:2:36:4,3",4,71.67,138,"West Bloomfield, MI  48323"
Football 2017,Cincinnati,372731,9/6/17,"1:35:86:9,9",2,71.67,50,"West Bloomfield, MI  48323"
Football 2017,Cincinnati,3782,9/8/17,"1:36:53:18,15",8,71.67,66,"Northville, MI  48168"
Football 2017,Cincinnati,384847,9/8/17,"1:4:45:9,9",2,71.67,62.96,"Homer, MI  49245"
Football 2017,Cincinnati,390289,8/15/17,"1:19:82:26,24",6,71.67,98.35,"Fenton, MI  48430"
Football 2017,Cincinnati,390289,8/15/17,"1:19:82:28,27",4,71.67,98,"Fenton, MI  48430"
Football 2017,Cincinnati,39876,8/10/17,"1:37:11:33,32",4,71.67,109,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,40078,8/22/17,"1:21:58:10,9",4,71.67,125,"Flushing, MI  48433"
Football 2017,Cincinnati,403963,9/5/17,"1:36:46:19,16",8,71.67,70.03,"Fraser, MI  48026"
Football 2017,Cincinnati,411954,9/6/17,"1:41:80:31,30",4,71.67,62,"Chelsea, MI  48118"
Football 2017,Cincinnati,413884,9/8/17,"1:16:39:21,20",4,71.67,59,"New York, NY  10023"
Football 2017,Cincinnati,421026,9/8/17,"1:3:38:16,13",8,71.67,75,"Ann Arbor, MI  48108"
Football 2017,Cincinnati,43142627,8/7/17,"1:6:72:25,22",4,85,123.76,"Fayetteville, NY  13066"
Football 2017,Cincinnati,437515,9/6/17,"1:13:22:16,15",4,71.67,75,"Romulus, MI  48174"
Football 2017,Cincinnati,47736,9/1/17,"1:40:68:30,29",4,71.67,80,"Saint Joseph, MI  49085"
Football 2017,Cincinnati,482454,9/7/17,"1:20:6:5,3",6,85,99,"Bowling Green, OH  43402"
Football 2017,Cincinnati,495611,8/5/17,"1:25:26:26,23",8,100,175,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,50078432,9/4/17,"1:19:88:28,27",2,85,52,"Linden, MI  48451"
Football 2017,Cincinnati,502622,9/5/17,"1:36:25:2,1",4,71.67,65,"Rochester Hills, MI  48317"
Football 2017,Cincinnati,502911,9/9/17,"1:1:57:24,24",2,100,70,"Lake Orion, MI  48360"
Football 2017,Cincinnati,50385,9/1/17,"1:43:47:20,19",4,71.67,110,"White Lake, MI  48386"
Football 2017,Cincinnati,504878,8/28/17,"1:4:19:14,13",4,71.67,120,"Brooklyn, MI  49230"
Football 2017,Cincinnati,504899,8/28/17,"1:37:60:15,13",6,71.67,68,"Fort Wayne, IN  46804"
Football 2017,Cincinnati,507326,8/22/17,"1:14:24:17,16",4,75,90,"Eau Claire, MI  49111"
Football 2017,Cincinnati,507454,8/6/17,"1:5:63:32,31",4,71.67,75,"Hudsonville, MI  49426"
Football 2017,Cincinnati,507501,8/11/17,"1:38:89:2,1",4,71.67,85,"Combined Locks, WI  54113"
Football 2017,Cincinnati,507501,8/31/17,"1:17:71:23,22",4,71.67,79.99,"Combined Locks, WI  54113"
Football 2017,Cincinnati,507501,9/4/17,"1:17:21:11,11",2,75,70,"Combined Locks, WI  54113"
Football 2017,Cincinnati,507501,9/4/17,"1:17:50:7,7",2,71.67,75,"Combined Locks, WI  54113"
Football 2017,Cincinnati,507501,9/4/17,"1:39:71:12,11",4,71.67,69,"Combined Locks, WI  54113"
Football 2017,Cincinnati,507526,9/3/17,"1:20:6:10,7",8,85,143.84,"Greenville, MI  48838"
Football 2017,Cincinnati,507568,8/15/17,"1:37:82:24,23",4,71.67,79,"Shelby Township, MI  48315"
Football 2017,Cincinnati,507568,8/17/17,"1:13:34:24,22",6,71.67,128.66,"Shelby Township, MI  48315"
Football 2017,Cincinnati,507595,9/2/17,"1:1:12:25,23",6,100,216.3,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,507610,9/8/17,"1:9:78:4,4",2,71.67,53,"Northport, MI  49670"
Football 2017,Cincinnati,507628,9/1/17,"1:17:42:22,22",2,75,51.12,"Ann Arbor, MI  48105"
Football 2017,Cincinnati,507629,8/13/17,"1:35:15:26,25",4,71.67,88,"Chicago, IL  60626"
Football 2017,Cincinnati,50886,9/8/17,"1:13:49:24,23",4,71.67,70,"Dublin, OH  43017"
Football 2017,Cincinnati,512028,9/9/17,"1:3:1:4,4",2,71.67,50,"Allendale, MI  49401"
Football 2017,Cincinnati,512039,8/20/17,"1:40:A:11,10",4,71.67,115,"Grand Haven, MI  49417"
Football 2017,Cincinnati,512417,8/16/17,"1:11:55:12,9",8,71.67,95,"Riverside, IL  60546"
Football 2017,Cincinnati,512602,7/31/17,"1:20:85:27,27",2,85,88.74,"New Bern, NC  28560"
Football 2017,Cincinnati,512602,9/6/17,"1:20:81:7,7",2,85,89.69,"New Bern, NC  28560"
Football 2017,Cincinnati,512602,9/6/17,"1:20:84:27,27",2,85,89.69,"New Bern, NC  28560"
Football 2017,Cincinnati,512659,9/4/17,"1:9:89:41,39",6,75,65,"Freeland, MI  48623"
Football 2017,Cincinnati,512659,9/8/17,"1:34:79:23,21",6,75,55,"Freeland, MI  48623"
Football 2017,Cincinnati,512659,9/8/17,"1:36:81:34,32",6,71.67,50,"Freeland, MI  48623"
Football 2017,Cincinnati,512659,9/8/17,"1:9:78:4,1",8,71.67,50,"Freeland, MI  48623"
Football 2017,Cincinnati,512759,9/6/17,"1:34:19:10,9",4,71.67,79.9,"San Diego, CA  92110"
Football 2017,Cincinnati,512809,9/6/17,"1:41:89:36,35",4,71.67,61,"Alpena, MI  49707"
Football 2017,Cincinnati,512824,9/3/17,"1:2:9:21,19",6,71.67,144.99,"Freeland, MI  48623"
Football 2017,Cincinnati,512887,8/29/17,"1:21:8:4,1",8,71.67,136,"Kingsford, MI  49802"
Football 2017,Cincinnati,513017,9/9/17,"1:37:60:25,24",4,71.67,45,"Farmington Hills, MI  48335"
Football 2017,Cincinnati,513109,9/6/17,"1:44:47:26,26",2,100,130.04,"Gearhart, OR  97138"
Football 2017,Cincinnati,513187,7/31/17,"1:42:4:9,1",18,85,168,"Chicago, IL  60614"
Football 2017,Cincinnati,513247,9/4/17,"1:41:69:15,15",2,85,65.38,"Farmington Hills, MI  48334"
Football 2017,Cincinnati,513260,8/20/17,"1:19:77:1,1",8,71.67,116,"Milford, MI  48380"
Football 2017,Cincinnati,513338,9/8/17,"1:20:42:8,7",4,71.67,69,"Elmhurst, IL  60126"
Football 2017,Cincinnati,513358,9/7/17,"1:18:2:21,20",8,71.67,75,"Roslyn Heights, NY  11577"
Football 2017,Cincinnati,513358,9/8/17,"1:20:2:16,13",8,71.67,119,"Roslyn Heights, NY  11577"
Football 2017,Cincinnati,513421,8/23/17,"1:4:64:22,19",8,71.67,99,"Arlington Heights, IL  60004"
Football 2017,Cincinnati,513434,9/3/17,"1:5:27:7,5",6,71.67,95,"McGregor, ON  N0R1J0"
Football 2017,Cincinnati,513506,8/5/17,"1:15:41:15,14",4,75,105,"Northville, MI  48168"
Football 2017,Cincinnati,513533,8/20/17,"1:8:46:14,13",4,71.67,90,"Berwyn, IL  60402"
Football 2017,Cincinnati,513623,9/1/17,"1:19:50:7,5",6,71.67,105,"Fremont, OH  43420"
Football 2017,Cincinnati,513667,8/13/17,"1:15:B:13,12",4,75,154,"London, OH  43140"
Football 2017,Cincinnati,513765,9/9/17,"1:10:59:19,18",4,71.67,53,"Lake Orion, MI  48359"
Football 2017,Cincinnati,513765,9/9/17,"1:11:31:16,15",4,71.67,55,"Lake Orion, MI  48359"
Football 2017,Cincinnati,513765,9/9/17,"1:9:33:4,3",4,71.67,55.56,"Lake Orion, MI  48359"
Football 2017,Cincinnati,513897,9/6/17,"1:21:29:22,21",4,71.67,80,"Charlevoix, MI  49720"
Football 2017,Cincinnati,514080,9/8/17,"1:40:16:12,11",4,85,58.83,"Washington Twp, MI  48094"
Football 2017,Cincinnati,514080,9/9/17,"1:40:11:33,32",4,71.67,73,"Washington Twp, MI  48094"
Football 2017,Cincinnati,514155,9/3/17,"1:3:18:10,9",4,71.67,110,"Holland, MI  49423"
Football 2017,Cincinnati,514155,9/6/17,"1:4:12:4,3",4,71.67,133.72,"Holland, MI  49423"
Football 2017,Cincinnati,514187,9/8/17,"1:44:47:12,9",8,71.67,80,"Pinckney, MI  48169"
Football 2017,Cincinnati,514261,8/24/17,"1:9:5:32,31",4,71.67,89.9,"Delaware, OH  43015"
Football 2017,Cincinnati,514291,9/6/17,"1:36:46:26,24",6,71.67,90,"Toledo, OH  43605"
Football 2017,Cincinnati,514328,8/29/17,"1:23:29:18,17",4,71.67,170,"Knox, IN  46534"
Football 2017,Cincinnati,514334,9/9/17,"1:22:53:16,13",8,71.67,107,"Lithia, FL  33547"
Football 2017,Cincinnati,51440,9/9/17,"1:44:12:22,22",2,100,67,"Plymouth, MI  48170"
Football 2017,Cincinnati,514406,8/6/17,"1:2:85:32,29",8,100,148,"Mokena, IL  60448"
Football 2017,Cincinnati,514406,8/28/17,"1:17:23:13,13",2,75,45,"Mokena, IL  60448"
Football 2017,Cincinnati,514438,8/7/17,"1:5:72:4,1",8,85,123.35,"Spotsylvania, VA  22551"
Football 2017,Cincinnati,514438,9/5/17,"1:5:73:6,4",6,71.67,121.08,"Spotsylvania, VA  22551"
Football 2017,Cincinnati,514450,9/8/17,"1:8:58:10,10",2,71.67,54,"Davison, MI  48423"
Football 2017,Cincinnati,514457,9/4/17,"1:40:19:28,27",4,71.67,70,"New Albany, OH  43054"
Football 2017,Cincinnati,514989,9/9/17,"1:36:50:10,9",4,71.67,45,"San Jose, CA  95136"
Football 2017,Cincinnati,515076,9/5/17,"1:42:74:10,9",4,71.67,80,"Chelsea, MI  48118"
Football 2017,Cincinnati,515186,9/4/17,"1:20:68:16,15",4,71.67,90,"Lansing, MI  48911"
Football 2017,Cincinnati,515231,8/26/17,"1:35:60:26,23",8,71.67,96.28,"Berkley, MI  48072"
Football 2017,Cincinnati,515334,8/7/17,"1:22:27:20,19",4,71.67,250,"Glastonbury, CT  06033"
Football 2017,Cincinnati,515351,8/7/17,"1:14:85:34,31",8,75,105.35,"Chicago, IL  60606"
Football 2017,Cincinnati,515416,8/30/17,"1:1:15:16,13",8,71.67,185,"Reed City, MI  49677"
Football 2017,Cincinnati,515416,8/30/17,"1:1:5:12,11",4,71.67,205,"Reed City, MI  49677"
Football 2017,Cincinnati,515416,8/30/17,"1:15:31:9,8",8,75,80,"Reed City, MI  49677"
Football 2017,Cincinnati,515457,8/28/17,"1:15:8:2,1",4,75,85,"Traverse City, MI  49686"
Football 2017,Cincinnati,515460,9/5/17,"1:3:22:18,15",8,71.67,98,"Grosse Ile, MI  48138"
Football 2017,Cincinnati,515504,9/3/17,"1:20:63:22,21",4,71.67,97,"Bloomfield Hills, MI  48302"
Football 2017,Cincinnati,515531,9/9/17,"1:9:83:21,21",2,71.67,46,"Birmingham, MI  48009"
Football 2017,Cincinnati,515534,8/10/17,"1:39:65:10,9",4,71.67,69,"Cincinnati, OH  45209"
Football 2017,Cincinnati,515573,9/3/17,"1:43:83:6,3",8,71.67,87,"Farmington Hills, MI  48331"
Football 2017,Cincinnati,515665,9/5/17,"1:2:9:16,15",4,71.67,170,"Lake Zurich, IL  60047"
Football 2017,Cincinnati,515824,8/21/17,"1:9:84:33,32",4,71.67,74,"Clarkston, MI  48346"
Football 2017,Cincinnati,515857,8/30/17,"1:44:68:10,9",4,71.67,120,"Southgate, MI  48195"
Football 2017,Cincinnati,515894,9/8/17,"1:20:51:26,25",4,71.67,75,"South Bend, IN  46637"
Football 2017,Cincinnati,516091,8/11/17,"1:40:59:22,19",8,71.67,92,"Plainfield, IL  60585"
Football 2017,Cincinnati,516091,9/7/17,"1:43:60:1,1",2,100,65.47,"Plainfield, IL  60585"
Football 2017,Cincinnati,516123,8/10/17,"1:39:65:8,5",8,71.67,66,"Columbus, OH  43228"
Football 2017,Cincinnati,516128,8/28/17,"1:42:60:2,1",4,71.67,95,"Grand Blanc, MI  48439"
Football 2017,Cincinnati,516229,8/11/17,"1:4:42:6,5",4,71.67,119,"Mill Creek, WA  98012"
Football 2017,Cincinnati,516233,9/8/17,"1:1:60:2,1",4,71.67,70,"Center Line, MI  48015"
Football 2017,Cincinnati,516369,9/8/17,"1:18:59:23,23",2,64.5,60,"Charlotte, NC  28205"
Football 2017,Cincinnati,516377,8/27/17,"1:44:3:9,7",6,100,165,"Macomb, MI  48042"
Football 2017,Cincinnati,516466,9/7/17,"1:35:51:15,15",2,64.5,60,"Jackson, MI  49201"
Football 2017,Cincinnati,516466,9/7/17,"1:35:51:16,16",2,64.5,60,"Jackson, MI  49201"
Football 2017,Cincinnati,516466,9/7/17,"1:35:51:17,17",2,71.67,60,"Jackson, MI  49201"
Football 2017,Cincinnati,516466,9/7/17,"1:35:51:18,18",2,71.67,60,"Jackson, MI  49201"
Football 2017,Cincinnati,516509,9/8/17,"1:18:30:15,14",4,71.67,50,"Belle River, ON  N0R 1A0"
Football 2017,Cincinnati,516533,8/19/17,"1:4:35:16,13",8,71.67,150,"Fort Thomas, KY  41075"
Football 2017,Cincinnati,516603,8/23/17,"1:22:44:8,5",8,100,160,"Lexington, KY  40524"
Football 2017,Cincinnati,516603,9/5/17,"1:22:52:10,9",4,71.67,115,"Lexington, KY  40524"
Football 2017,Cincinnati,516795,8/10/17,"1:37:42:13,12",4,71.67,89,"Oak Brook, IL  60523"
Football 2017,Cincinnati,516832,8/11/17,"1:24:74:22,21",4,71.67,169,"Highland Park, IL  60035"
Football 2017,Cincinnati,516854,8/17/17,"1:37:42:9,7",6,71.67,116.94,"Battle Creek, MI  49014"
Football 2017,Cincinnati,516894,9/5/17,"1:42:15:17,17",2,71.67,139.01,"Loveland, OH  45140"
Football 2017,Cincinnati,516894,9/5/17,"1:42:15:18,18",2,71.67,139.01,"Loveland, OH  45140"
Football 2017,Cincinnati,516894,9/5/17,"1:42:15:19,19",2,71.67,139.01,"Loveland, OH  45140"
Football 2017,Cincinnati,516941,9/8/17,"1:3:68:21,21",2,100,86.1,"Grosse Pointe Farms, MI  48236"
Football 2017,Cincinnati,516964,9/1/17,"1:23:25:16,13",8,35.84,225,"Chicago, IL  60614"
Football 2017,Cincinnati,516964,9/5/17,"1:24:38:16,13",8,71.67,165,"Chicago, IL  60614"
Football 2017,Cincinnati,516964,9/5/17,"1:24:54:21,18",8,71.67,150,"Chicago, IL  60614"
Football 2017,Cincinnati,516983,9/5/17,"1:3:30:22,19",8,71.67,96,"Traverse City, MI  49696"
Football 2017,Cincinnati,517057,8/16/17,"1:13:1:10,4",14,75,147.35,"Plymouth, MI  48170"
Football 2017,Cincinnati,517057,8/16/17,"1:13:3:12,10",6,75,139.99,"Plymouth, MI  48170"
Football 2017,Cincinnati,517358,9/9/17,"1:10:29:6,3",8,71.67,48,"Plymouth, MI  48170"
Football 2017,Cincinnati,51736,8/22/17,"1:19:96:12,11",4,71.67,118,"Harrison Township, MI  48045"
Football 2017,Cincinnati,517363,8/30/17,"1:19:92:30,27",8,85,94.89,"Birmingham, MI  48009"
Football 2017,Cincinnati,517431,9/2/17,"1:19:73:13,13",2,85,53.81,"Franklin, OH  45005"
Football 2017,Cincinnati,517655,9/7/17,"1:16:36:20,19",4,71.67,60.01,"Capac, MI  48014"
Football 2017,Cincinnati,517655,9/9/17,"1:17:38:20,20",2,71.67,70,"Capac, MI  48014"
Football 2017,Cincinnati,517685,8/7/17,"1:38:60:8,7",4,64.5,79,"Grand Blanc, MI  48439"
Football 2017,Cincinnati,517692,8/27/17,"1:35:44:6,5",4,71.67,70,"Canal Winchester, OH  43110"
Football 2017,Cincinnati,517763,9/5/17,"1:36:81:36,35",4,71.67,56,"Adrian, MI  49221"
Football 2017,Cincinnati,518070,9/4/17,"1:5:76:17,16",4,71.67,84,"Dearborn, MI  48124"
Football 2017,Cincinnati,518224,9/4/17,"1:44:34:4,2",6,71.67,100,"Grand Rapids, MI  49534"
Football 2017,Cincinnati,518252,9/6/17,"1:9:49:5,5",2,71.67,63,"Highland, MI  48357"
Football 2017,Cincinnati,518347,9/6/17,"1:43:86:12,11",4,100,80.72,"Dearborn, MI  48124"
Football 2017,Cincinnati,518375,9/7/17,"1:25:3:22,20",6,100,157,"Troy, MI  48084"
Football 2017,Cincinnati,518375,9/8/17,"1:24:34:18,13",12,71.67,147,"Troy, MI  48084"
Football 2017,Cincinnati,518508,9/5/17,"1:24:35:13,13",2,71.67,68,"Swartz Creek, MI  48473"
Football 2017,Cincinnati,518682,8/14/17,"1:20:24:21,20",4,71.67,145,"Cincinnati, OH  45214"
Football 2017,Cincinnati,518747,8/31/17,"1:35:56:26,25",4,71.67,56,"Troy, MI  48098"
Football 2017,Cincinnati,518792,9/5/17,"1:23:38:16,13",8,71.67,158,"Toronto, ON  M5V 1K1"
Football 2017,Cincinnati,518792,9/7/17,"1:24:43:25,22",8,71.67,109,"Toronto, ON  M5V 1K1"
Football 2017,Cincinnati,519104,9/8/17,"1:38:76:23,22",4,71.67,49,"Fenton, MI  48430"
Football 2017,Cincinnati,519116,9/8/17,"1:37:7:18,17",4,71.67,61,"Ypsilanti, MI  48197"
Football 2017,Cincinnati,519237,9/6/17,"1:5:87:4,4",2,71.67,55,"Plymouth, MI  48170"
Football 2017,Cincinnati,519253,9/7/17,"1:17:42:11,10",4,71.67,58,"Leslie, MI  49251"
Football 2017,Cincinnati,519291,9/9/17,"1:7:36:2,1",4,71.67,54,"Carol Stream, IL  60188"
Football 2017,Cincinnati,519292,9/7/17,"1:15:48:3,3",1,71.67,64,
Football 2017,Cincinnati,519292,9/7/17,"1:15:48:4,4",1,71.67,64,
Football 2017,Cincinnati,519292,9/7/17,"1:15:48:5,5",1,71.67,64,
Football 2017,Cincinnati,519292,9/7/17,"1:15:48:6,6",1,71.67,64,
Football 2017,Cincinnati,519407,9/6/17,"1:5:82:18,17",4,71.67,60,"Grand Rapids, MI  49548"
Football 2017,Cincinnati,519429,9/7/17,"1:3:25:6,5",4,71.67,79,"Manchester, MI  48158"
Football 2017,Cincinnati,519480,9/8/17,"1:24:15:9,8",4,100,140,"Grand Rapids, MI  49534"
Football 2017,Cincinnati,519506,8/21/17,"1:38:71:6,5",4,71.67,90,"Grosse Pointe, MI  48230"
Football 2017,Cincinnati,519745,9/6/17,"1:5:87:30,29",4,71.67,65,"Troy, MI  48085"
Football 2017,Cincinnati,519777,9/7/17,"1:38:81:2,2",2,75,60,"Flint, MI  48507"
Football 2017,Cincinnati,519784,8/26/17,"1:24:9:6,1",12,100,201,"Birmingham, MI  48009"
Football 2017,Cincinnati,519791,9/8/17,"1:1:10:4,3",4,71.67,85,"Rochester, MI  48306"
Football 2017,Cincinnati,519840,9/9/17,"1:12:85:12,12",2,71.67,49,"Saint Clair, MI  48079"
Football 2017,Cincinnati,519913,9/8/17,"1:20:16:18,17",4,71.67,79.82,"Northville, MI  48168"
Football 2017,Cincinnati,519978,9/5/17,"1:19:81:25,24",4,71.67,68,"Trenton, MI  48183"
Football 2017,Cincinnati,520005,9/2/17,"1:12:6:22,21",4,71.67,85,"Keego Harbor, MI  48320"
Football 2017,Cincinnati,520017,9/4/17,"1:24:52:10,10",2,71.67,115,"Chicago, IL  60611"
Football 2017,Cincinnati,520017,9/4/17,"1:24:52:7,7",2,71.67,115,"Chicago, IL  60611"
Football 2017,Cincinnati,520017,9/4/17,"1:24:52:8,8",2,71.67,115,"Chicago, IL  60611"
Football 2017,Cincinnati,520017,9/4/17,"1:24:52:9,9",2,71.67,115,"Chicago, IL  60611"
Football 2017,Cincinnati,520197,9/7/17,"1:17:64:21,20",4,64.5,65.4,"Novi, MI  48374"
Football 2017,Cincinnati,520266,9/6/17,"1:6:46:24,23",4,71.67,65,"Hillsdale, MI  49242"
Football 2017,Cincinnati,520266,9/8/17,"1:40:35:19,17",6,71.67,92,"Hillsdale, MI  49242"
Football 2017,Cincinnati,520322,8/16/17,"1:17:79:27,26",4,71.67,70,"Port Austin, MI  48467"
Football 2017,Cincinnati,520322,8/22/17,"1:18:70:21,20",4,71.67,78.99,"Port Austin, MI  48467"
Football 2017,Cincinnati,520327,9/8/17,"1:6:44:14,13",4,71.67,50,"Monroe, MI  48161"
Football 2017,Cincinnati,520430,9/7/17,"1:18:1:10,9",4,71.67,94,"Canton, MI  48188"
Football 2017,Cincinnati,520446,9/7/17,"1:7:53:14,14",2,71.67,59,"Southfield, MI  48075"
Football 2017,Cincinnati,520446,9/7/17,"1:7:68:12,9",8,71.67,67,"Southfield, MI  48075"
Football 2017,Cincinnati,520476,9/8/17,"1:2:46:25,25",2,100,69.96,"Seattle, WA  98121"
Football 2017,Cincinnati,520581,9/2/17,"1:8:94:34,31",8,75,69.5,"Cincinnati, OH  45227"
Football 2017,Cincinnati,520604,8/12/17,"1:42:65:22,21",4,71.67,104,"Windsor, ON  N9E 3J5"
Football 2017,Cincinnati,520604,9/7/17,"1:35:29:8,8",2,71.67,6,"Windsor, ON  N9E 3J5"
Football 2017,Cincinnati,520614,9/1/17,"1:15:83:14,11",8,75,79,"Grand Rapids, MI  49505"
Football 2017,Cincinnati,520882,9/8/17,"1:20:72:5,5",2,85,57.55,"Gahanna, OH  43230"
Football 2017,Cincinnati,520985,9/8/17,"1:3:B:2,1",4,71.67,89,"Dearborn Heights, MI  48127"
Football 2017,Cincinnati,521098,9/6/17,"1:12:56:8,7",4,71.67,63,"Cincinnati, OH  45242"
Football 2017,Cincinnati,521150,9/8/17,"1:21:21:25,25",2,85,76.23,"Farmington, MI  48331"
Football 2017,Cincinnati,521267,9/9/17,"1:44:21:6,6",2,100,60,"Ypsilanti, MI  48198"
Football 2017,Cincinnati,521268,9/8/17,"1:18:44:20,19",4,71.67,65,"Ann Arbor, MI  48105"
Football 2017,Cincinnati,521302,9/7/17,"1:11:26:24,17",16,71.67,114,"Birmingham, MI  48009"
Football 2017,Cincinnati,521327,9/6/17,"1:9:12:41,38",8,71.67,92,"Port Huron, MI  48060"
Football 2017,Cincinnati,521398,9/9/17,"1:14:59:13,12",4,71.67,40,"West Bloomfield, MI  48322"
Football 2017,Cincinnati,52141,8/31/17,"1:1:9:23,23",2,71.67,121.08,"Clinton Township, MI  48038"
Football 2017,Cincinnati,521520,9/7/17,"1:22:60:20,20",2,71.67,79,"Lincoln Park, MI  48146"
Football 2017,Cincinnati,521591,9/5/17,"1:4:44:24,23",4,71.67,72,"Cincinnati, OH  45230"
Football 2017,Cincinnati,521623,8/29/17,"1:37:23:12,11",4,64.5,72,"Bay City, MI  48706"
Football 2017,Cincinnati,521719,9/4/17,"1:43:87:6,4",6,100,125.56,"Hilliard, OH  43026"
Football 2017,Cincinnati,521811,8/30/17,"1:44:15:16,13",8,71.67,125,"Parma, OH  44134"
Football 2017,Cincinnati,521849,8/30/17,"1:25:1:22,18",10,100,175,"Jupiter, FL  33458"
Football 2017,Cincinnati,521917,9/7/17,"1:19:52:13,13",2,71.67,68,"Ypsilanti, MI  48197"
Football 2017,Cincinnati,521917,9/7/17,"1:19:52:14,14",2,71.67,68,"Ypsilanti, MI  48197"
