Season,Event,Buyer ID,Resale Date,Seat Block,Qty,Primary Value / Ticket,Resale Value / Ticket,Mail CSZ
Football 2017,Cincinnati,788618,9/8/17,"1:21:63:25,25",2,85,58.01,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,788619,9/7/17,"1:18:96:28,28",2,71.67,63,"Cincinnati, OH  45215"
Football 2017,Cincinnati,788635,9/1/17,"1:39:61:4,4",2,75,53.81,"Windham, NH  03087"
Football 2017,Cincinnati,788635,9/1/17,"1:39:74:17,17",2,75,53.81,"Windham, NH  03087"
Football 2017,Cincinnati,788707,9/5/17,"1:43:81:22,21",4,71.67,84,"Howell, MI  48843"
Football 2017,Cincinnati,788729,8/14/17,"1:6:5:10,9",4,71.67,95,"Kalamazoo, MI  49048"
Football 2017,Cincinnati,788754,9/8/17,"1:5:36:6,5",4,71.67,53,"Allen Park, MI  48101"
Football 2017,Cincinnati,788786,8/30/17,"1:39:63:8,7",4,71.67,51,"Lansing, MI  48911"
Football 2017,Cincinnati,788789,9/5/17,"1:24:56:19,19",2,100,125,"Los Angeles, CA  90049"
Football 2017,Cincinnati,788823,9/3/17,"1:2:8:2,1",4,71.67,110,"Macomb, MI  48042"
Football 2017,Cincinnati,788899,9/7/17,"1:38:88:34,34",2,75,60,"Grand Rapids, MI  49506"
Football 2017,Cincinnati,788917,9/8/17,"1:35:63:21,20",4,71.67,50,"Fort Worth, TX  76244"
Football 2017,Cincinnati,788946,8/24/17,"1:25:54:22,20",6,100,165,"Rochester, NY  14612"
Football 2017,Cincinnati,788992,8/23/17,"1:25:62:19,17",6,100,157,"Waterford, MI  48329"
Football 2017,Cincinnati,789026,9/8/17,"1:20:89:14,11",8,85,100,"Farmington, MI  48331"
Football 2017,Cincinnati,789330,8/4/17,"1:17:94:2,1",4,71.67,75,"Owosso, MI  48867"
Football 2017,Cincinnati,789388,8/2/17,"1:16:90:6,1",12,71.67,99,"Philadelphia, PA  19104"
Football 2017,Cincinnati,789419,9/8/17,"1:12:63:23,22",4,71.67,50,"Angola, IN  46703"
Football 2017,Cincinnati,789598,9/5/17,"1:4:1:19,17",6,71.67,148.5,"Belleville, MI  48111"
Football 2017,Cincinnati,789623,9/1/17,"1:41:60:28,28",2,85,53.81,"Adrian, MI  49221"
Football 2017,Cincinnati,789694,9/5/17,"1:42:69:22,21",4,71.67,70,"Chicago, IL  60606"
Football 2017,Cincinnati,789999,8/28/17,"1:1:47:2,1",4,100,149,"Ypsilanti, MI  48198"
Football 2017,Cincinnati,790021,9/1/17,"1:6:66:23,20",8,71.67,72,"Simi Valley, CA  93065"
Football 2017,Cincinnati,790032,8/11/17,"1:12:B:18,17",4,71.67,134.53,"Camden, MI  49232"
Football 2017,Cincinnati,790039,9/8/17,"1:4:7:8,7",4,71.67,75,"Dearborn, MI  48126"
Football 2017,Cincinnati,790110,9/5/17,"1:3:43:6,5",4,71.67,94,"Grand Ledge, MI  48837"
Football 2017,Cincinnati,790196,9/7/17,"1:13:51:4,1",8,71.67,60,"Saline, MI  48176"
Football 2017,Cincinnati,790209,9/8/17,"1:34:79:27,24",8,75,69,"Livonia, MI  48152"
Football 2017,Cincinnati,790239,8/15/17,"1:19:32:14,13",4,71.67,148,"Ionia, MI  48846"
Football 2017,Cincinnati,790264,8/25/17,"1:6:58:28,28",2,85,55.75,"Shelby Township, MI  48315"
Football 2017,Cincinnati,790279,8/21/17,"1:6:6:5,5",2,71.67,98,"Fenton, MI  48430"
Football 2017,Cincinnati,790279,8/21/17,"1:6:6:6,6",2,71.67,98,"Fenton, MI  48430"
Football 2017,Cincinnati,790279,8/21/17,"1:6:6:7,7",2,71.67,98,"Fenton, MI  48430"
Football 2017,Cincinnati,790279,8/21/17,"1:6:6:8,8",2,71.67,98,"Fenton, MI  48430"
Football 2017,Cincinnati,790279,8/22/17,"1:38:95:24,21",8,71.67,70,"Fenton, MI  48430"
Football 2017,Cincinnati,790279,9/5/17,"1:9:15:27,24",8,71.67,95,"Fenton, MI  48430"
Football 2017,Cincinnati,790340,9/4/17,"1:38:68:6,5",4,71.67,57,"West Bloomfield, MI  48323"
Football 2017,Cincinnati,790392,8/31/17,"1:7:65:31,31",2,75,51.12,"Brooklyn, MI  49230"
Football 2017,Cincinnati,790392,8/31/17,"1:7:69:28,27",4,71.67,69,"Brooklyn, MI  49230"
Football 2017,Cincinnati,790500,8/9/17,"1:18:29:3,1",6,71.67,80,"Attica, MI  48412"
Football 2017,Cincinnati,790511,9/8/17,"1:24:14:7,7",2,71.67,110,"Flint, MI  48504"
Football 2017,Cincinnati,790511,9/8/17,"1:24:14:8,8",2,71.67,110,"Flint, MI  48504"
Football 2017,Cincinnati,790544,8/31/17,"1:2:46:14,13",4,71.67,125,"Lansing, MI  48910"
Football 2017,Cincinnati,790660,9/8/17,"1:37:20:2,1",4,71.67,70,"Fort Wayne, IN  46835"
Football 2017,Cincinnati,790726,9/7/17,"1:14:59:23,21",6,71.67,82,"Novi, MI  48377"
Football 2017,Cincinnati,790729,9/8/17,"1:37:67:16,15",4,71.67,58.13,"Northville, MI  48167"
Football 2017,Cincinnati,790743,9/7/17,"1:20:24:2,1",4,71.67,66,"Jenison, MI  49428"
Football 2017,Cincinnati,790748,9/9/17,"1:37:61:29,28",4,71.67,40,"Sylvania, OH  43560"
Football 2017,Cincinnati,790823,9/8/17,"1:6:11:14,13",4,71.67,58,"Jerome, MI  49249"
Football 2017,Cincinnati,790844,9/8/17,"1:12:38:13,13",2,71.67,55,"Kalamazoo, MI  49008"
Football 2017,Cincinnati,790844,9/8/17,"1:12:38:14,14",2,71.67,55,"Kalamazoo, MI  49008"
Football 2017,Cincinnati,790844,9/8/17,"1:12:38:15,15",2,71.67,55,"Kalamazoo, MI  49008"
Football 2017,Cincinnati,790844,9/8/17,"1:12:38:16,16",2,71.67,55,"Kalamazoo, MI  49008"
Football 2017,Cincinnati,790930,9/8/17,"1:16:70:33,33",2,71.67,50,"Clarendon Hills, IL  60514"
Football 2017,Cincinnati,790943,9/3/17,"1:1:38:26,25",4,71.67,130,"Northville, MI  48168"
Football 2017,Cincinnati,790955,9/8/17,"1:5:37:5,5",2,71.67,60,"Monroe, MI  48162"
Football 2017,Cincinnati,791112,9/8/17,"1:2:58:15,15",2,100,64.96,"Franklin, MI  48025"
Football 2017,Cincinnati,791152,9/8/17,"1:36:93:13,12",4,75,54.15,"Commerce Township, MI  48382"
Football 2017,Cincinnati,791195,8/12/17,"1:21:29:16,15",4,71.67,150,"Ann Arbor, MI  48104"
Football 2017,Cincinnati,791204,9/8/17,"1:6:B:21,20",4,71.67,72,"Warren, MI  48092"
Football 2017,Cincinnati,791261,8/24/17,"1:6:1:22,21",4,71.67,115,"Grand Rapids, MI  49548"
Football 2017,Cincinnati,791274,9/9/17,"1:40:69:21,20",4,71.67,47.62,"Westland, MI  48186"
Football 2017,Cincinnati,791283,9/5/17,"1:35:52:23,23",2,71.67,65,"Livonia, MI  48152"
Football 2017,Cincinnati,791283,9/5/17,"1:35:52:24,24",2,71.67,65,"Livonia, MI  48152"
Football 2017,Cincinnati,791314,9/8/17,"1:22:10:4,1",8,100,117,"Rancho Cucamonga, CA  91730"
Football 2017,Cincinnati,791314,9/8/17,"1:22:10:6,5",4,71.67,115,"Rancho Cucamonga, CA  91730"
Football 2017,Cincinnati,791388,9/7/17,"1:2:23:21,21",2,100,75,"Allen Park, MI  48101"
Football 2017,Cincinnati,791399,9/7/17,"1:40:56:22,22",2,75,55,"West Bloomfield, MI  48324"
Football 2017,Cincinnati,791451,9/4/17,"1:18:79:28,28",2,75,60,"Rochester Hills, MI  48307"
Football 2017,Cincinnati,791509,8/31/17,"1:41:81:29,26",8,71.67,80,"Kincheloe, MI  49788"
Football 2017,Cincinnati,791533,9/6/17,"1:4:37:8,7",4,71.67,80,"Findlay, OH  45840"
Football 2017,Cincinnati,791578,9/6/17,"1:3:44:19,19",2,71.67,83,"Delton, MI  49046"
Football 2017,Cincinnati,791578,9/6/17,"1:3:44:20,20",2,71.67,83,"Delton, MI  49046"
Football 2017,Cincinnati,791578,9/6/17,"1:3:44:21,21",2,71.67,83,"Delton, MI  49046"
Football 2017,Cincinnati,791578,9/6/17,"1:3:44:22,22",2,71.67,83,"Delton, MI  49046"
Football 2017,Cincinnati,791621,8/12/17,"1:24:6:8,5",8,100,275,"Ada, MI  49301"
Football 2017,Cincinnati,791819,8/30/17,"1:24:6:23,22",4,71.67,150,"Holland, MI  49423"
Football 2017,Cincinnati,791857,9/8/17,"1:13:13:14,13",4,64.5,85,"Carleton, MI  48117"
Football 2017,Cincinnati,791902,8/14/17,"1:34:15:2,1",4,71.67,90,"Guelph, ON  N1G 2V4"
Football 2017,Cincinnati,791982,8/11/17,"1:20:16:14,13",4,71.67,169,"Sterling Hts, MI  48310"
Football 2017,Cincinnati,792005,9/2/17,"1:5:48:7,6",4,71.67,79,"Saline, MI  48176"
Football 2017,Cincinnati,792005,9/2/17,"1:5:48:9,8",4,71.67,79,"Saline, MI  48176"
Football 2017,Cincinnati,792014,8/22/17,"1:25:63:17,13",10,100,156,"Charleston, WV  25315"
Football 2017,Cincinnati,792076,8/6/17,"1:37:12:35,34",4,71.67,83.33,"Nashville, TN  37205"
Football 2017,Cincinnati,792091,9/4/17,"1:6:27:5,4",4,71.67,70,"Dundas, ON  L9H 3T9"
Football 2017,Cincinnati,792112,9/8/17,"1:21:5:8,6",6,100,149,"Chicago, IL  60656"
Football 2017,Cincinnati,792249,8/26/17,"1:18:51:3,1",6,71.67,80,"Holland, MI  49424"
Football 2017,Cincinnati,792281,8/27/17,"1:20:56:17,16",4,64.5,95,"Grove City, OH  43123"
Football 2017,Cincinnati,792304,9/6/17,"1:35:13:28,26",6,71.67,98,"Las Vegas, NV  89141"
Football 2017,Cincinnati,792317,8/26/17,"1:15:55:12,9",8,71.67,90,"Troy, MI  48098"
Football 2017,Cincinnati,792328,8/31/17,"1:39:41:1,1",2,71.67,79.99,"Saginaw, MI  48603"
Football 2017,Cincinnati,792328,8/31/17,"1:39:41:2,2",2,71.67,79.99,"Saginaw, MI  48603"
Football 2017,Cincinnati,792328,8/31/17,"1:39:41:3,3",2,71.67,79.99,"Saginaw, MI  48603"
Football 2017,Cincinnati,792328,8/31/17,"1:39:41:4,4",2,71.67,79.99,"Saginaw, MI  48603"
Football 2017,Cincinnati,792328,9/8/17,"1:39:42:2,1",4,71.67,64,"Saginaw, MI  48603"
Football 2017,Cincinnati,792375,9/5/17,"1:23:49:8,7",4,100,151,"Okemos, MI  48864"
Football 2017,Cincinnati,792403,9/3/17,"1:19:48:20,17",8,71.67,79,"Birmingham, MI  48009"
Football 2017,Cincinnati,792455,8/13/17,"1:9:77:34,32",6,71.67,95,"Portage, MI  49002"
Football 2017,Cincinnati,792455,8/22/17,"1:10:83:10,9",4,71.67,94,"Portage, MI  49002"
Football 2017,Cincinnati,792726,9/5/17,"1:7:66:31,29",6,71.67,65,"Spring Lake, MI  49456"
Football 2017,Cincinnati,792738,9/5/17,"1:44:29:18,15",8,71.67,107,"Burton, MI  48509"
Football 2017,Cincinnati,792742,9/1/17,"1:16:48:9,9",2,75,44.84,"Battle Creek, MI  49015"
Football 2017,Cincinnati,792742,9/8/17,"1:37:9:13,13",2,71.67,53,"Battle Creek, MI  49015"
Football 2017,Cincinnati,792768,9/5/17,"1:17:49:15,14",4,71.67,70,"Walbridge, OH  43465"
Football 2017,Cincinnati,792796,9/7/17,"1:38:38:9,8",4,71.67,55,"Rochester, MI  48306"
Football 2017,Cincinnati,792874,9/2/17,"1:12:53:18,15",8,71.67,80,"Slippery Rock, PA  16057"
Football 2017,Cincinnati,792897,9/6/17,"1:5:48:13,12",4,71.67,75,"Chelsea, MI  48118"
Football 2017,Cincinnati,792935,8/31/17,"1:9:59:23,22",4,71.67,69.99,"Grand Rapids, MI  49544"
Football 2017,Cincinnati,792964,9/6/17,"1:24:23:12,11",4,71.67,152,"Novi, MI  48374"
Football 2017,Cincinnati,793010,9/4/17,"1:39:71:17,17",2,75,59.26,"Whitmore Lake, MI  48189"
Football 2017,Cincinnati,793057,9/6/17,"1:18:77:29,26",8,71.67,71.49,"Flint, MI  48503"
Football 2017,Cincinnati,793086,9/8/17,"1:42:11:12,12",2,85,67.26,"Royal Oak, MI  48073"
Football 2017,Cincinnati,793206,9/6/17,"1:18:47:22,19",8,71.67,89,"Swartz Creek, MI  48473"
Football 2017,Cincinnati,793236,9/9/17,"1:18:7:11,11",2,85,64.24,"Roseville, MI  48066"
Football 2017,Cincinnati,793277,9/5/17,"1:42:42:18,17",4,71.67,81,"Creston, OH  44217"
Football 2017,Cincinnati,793310,8/15/17,"1:25:26:18,17",4,100,177,"Columbus, OH  43085"
Football 2017,Cincinnati,793337,8/3/17,"1:42:5:26,23",8,85,134,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,793410,8/27/17,"1:23:56:6,4",6,100,224,"Ann Arbor, MI  48104"
Football 2017,Cincinnati,793424,9/8/17,"1:2:15:16,13",8,71.67,104,"Scarsdale, NY  10583"
Football 2017,Cincinnati,793509,9/5/17,"1:5:77:30,29",4,71.67,63,"Oakland, MI  48363"
Football 2017,Cincinnati,793584,9/6/17,"1:42:11:11,9",6,85,134.53,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,793604,8/22/17,"1:21:5:23,23",2,85,99.99,"Jackson, MI  49201"
Football 2017,Cincinnati,793733,9/4/17,"1:2:89:17,16",4,71.67,95,"Perrysburg, OH  43551"
Football 2017,Cincinnati,793794,9/8/17,"1:44:25:23,22",4,64.5,78.75,"Grosse Pointe Farms, MI  48236"
Football 2017,Cincinnati,793822,8/10/17,"1:36:56:2,1",4,71.67,80,"Cincinnati, OH  45245"
Football 2017,Cincinnati,793860,9/2/17,"1:39:43:4,3",4,71.67,75.5,"New Port Richey, FL  34655"
Football 2017,Cincinnati,794095,8/4/17,"1:4:21:22,21",4,85,135,"Tecumseh, MI  49286"
Football 2017,Cincinnati,794104,9/7/17,"1:39:70:8,7",4,71.67,55,"Flushing, MI  48433"
Football 2017,Cincinnati,794106,9/7/17,"1:42:80:22,21",4,71.67,60,"Auburn Hills, MI  48326"
Football 2017,Cincinnati,794267,9/6/17,"1:18:44:16,13",8,71.67,72,"Rochester Hills, MI  48317"
Football 2017,Cincinnati,794267,9/7/17,"1:18:46:15,15",2,71.67,65,"Rochester Hills, MI  48317"
Football 2017,Cincinnati,794309,8/22/17,"1:38:94:24,23",4,71.67,60,"Jackson, MI  49203"
Football 2017,Cincinnati,794509,9/6/17,"1:20:15:24,22",6,71.67,105,"Rockford, MI  49341"
Football 2017,Cincinnati,794513,9/9/17,"1:37:22:4,1",8,71.67,45,"New Canaan, CT  06840"
Football 2017,Cincinnati,794555,8/26/17,"1:40:32:6,5",4,85,79,"Flushing, MI  48433"
Football 2017,Cincinnati,794569,9/4/17,"1:6:78:21,20",4,71.67,67,"Belleville, MI  48111"
Football 2017,Cincinnati,794694,9/9/17,"1:20:41:20,19",4,71.67,50,"South Lyon, MI  48178"
Football 2017,Cincinnati,794872,9/7/17,"1:41:21:8,7",4,71.67,65,"Franklin, MI  48025"
Football 2017,Cincinnati,794901,9/4/17,"1:41:64:16,15",4,71.67,69,"Auburn, MI  48611"
Football 2017,Cincinnati,794913,9/8/17,"1:39:72:15,14",4,71.67,44,"Bedford, TX  76021"
Football 2017,Cincinnati,794950,9/8/17,"1:44:39:21,21",2,71.67,75,"Grosse Pointe, MI  48230"
Football 2017,Cincinnati,795421,8/15/17,"1:35:15:26,25",4,71.67,112,"Evansville, IN  47725"
Football 2017,Cincinnati,795496,9/7/17,"1:37:49:23,22",4,71.67,58,"Xenia, OH  45385"
Football 2017,Cincinnati,795520,9/8/17,"1:10:81:14,13",4,71.67,60,"Canton, MI  48188"
Football 2017,Cincinnati,795664,9/4/17,"1:38:39:13,12",4,71.67,65,"Ann Arbor, MI  48108"
Football 2017,Cincinnati,795744,9/4/17,"1:43:66:16,15",4,71.67,80,"Grand Rapids, MI  49546"
Football 2017,Cincinnati,795866,8/11/17,"1:35:16:28,27",4,71.67,103,"Grosse Pointe Shores, MI  48236"
Football 2017,Cincinnati,795884,9/9/17,"1:2:5:10,9",4,71.67,84.82,"Belleville, MI  48111"
Football 2017,Cincinnati,795994,9/8/17,"1:42:39:14,13",4,71.67,72.03,"Boca Raton, FL  33486"
Football 2017,Cincinnati,796201,9/7/17,"1:19:57:23,22",4,71.67,71,"Dorr, MI  49323"
Football 2017,Cincinnati,796307,9/6/17,"1:22:20:24,23",4,71.67,134,"Ann Arbor, MI  48104"
Football 2017,Cincinnati,796345,9/9/17,"1:2:25:21,20",4,71.67,75,"Findlay, OH  45840"
Football 2017,Cincinnati,796431,9/9/17,"1:42:19:18,17",4,71.67,10,"Grand Rapids, MI  49503"
Football 2017,Cincinnati,796459,9/8/17,"1:10:36:15,14",4,71.67,57,"Grass Lake, MI  49240"
Football 2017,Cincinnati,796526,9/8/17,"1:3:5:8,7",4,71.67,78,"Ypsilanti, MI  48197"
Football 2017,Cincinnati,796669,9/5/17,"1:44:48:8,7",4,71.67,90,"West Bloomfield, MI  48322"
Football 2017,Cincinnati,796947,9/9/17,"1:40:23:2,1",4,71.67,65,"Royal Oak, MI  48073"
Football 2017,Cincinnati,797015,9/5/17,"1:21:75:6,3",8,71.67,100,"Cincinnati, OH  45241"
Football 2017,Cincinnati,797096,9/7/17,"1:39:37:13,12",4,71.67,59,"Middletown, RI  02842"
Football 2017,Cincinnati,797311,9/1/17,"1:40:12:30,29",4,71.67,88.44,"Kalamazoo, MI  49009"
Football 2017,Cincinnati,797464,9/2/17,"1:42:65:22,21",4,71.67,99,"Novi, MI  48375"
Football 2017,Cincinnati,797541,9/5/17,"1:19:44:14,13",4,71.67,70,"Commerce, MI  48382"
Football 2017,Cincinnati,797893,9/8/17,"1:43:88:12,11",4,100,62,"Lincoln Park, MI  48146"
Football 2017,Cincinnati,797970,9/7/17,"1:12:29:7,3",10,71.67,119.28,"Amsterdam, OH  43903"
Football 2017,Cincinnati,797992,9/9/17,"1:35:2:12,11",2,71.67,75,
Football 2017,Cincinnati,798003,9/5/17,"1:24:81:20,19",4,71.67,112,"Washington, MI  48094"
Football 2017,Cincinnati,798151,9/8/17,"1:12:35:4,3",4,71.67,50,"Spring Arbor, MI  49283"
Football 2017,Cincinnati,798153,9/8/17,"1:3:36:24,23",4,71.67,69,"Marshall, MI  49068"
Football 2017,Cincinnati,798194,9/9/17,"1:8:65:16,15",4,64.5,48,"Canton, MI  48187"
Football 2017,Cincinnati,798220,9/7/17,"1:42:29:14,13",4,71.67,72,"Tecumseh, MI  49286"
Football 2017,Cincinnati,798320,9/9/17,"1:24:59:25,25",2,100,70,"Albion, MI  49224"
Football 2017,Cincinnati,798380,9/8/17,"1:44:19:24,24",2,100,75.48,"Howell, MI 48855"
Football 2017,Cincinnati,798405,9/2/17,"1:10:49:2,1",4,71.67,74,"Bloomfield, MI  48301"
Football 2017,Cincinnati,798423,9/9/17,"1:9:37:2,1",4,64.5,54,"Oakland, MI  48306"
Football 2017,Cincinnati,798424,9/8/17,"1:44:48:3,3",2,71.67,69.16,"Huntington Woods, MI  48070"
Football 2017,Cincinnati,798425,9/9/17,"1:25:10:22,21",4,100,100,"Grand Blanc, MI  48439"
Football 2017,Cincinnati,798467,8/23/17,"1:20:23:4,2",6,71.67,138.89,"Acton, MA  01720"
Football 2017,Cincinnati,798471,9/1/17,"1:21:46:20,17",8,71.67,120,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,798474,9/2/17,"1:37:90:7,5",6,75,107.62,"Chicago, IL  60657"
Football 2017,Cincinnati,798474,9/2/17,"1:37:92:5,3",6,75,107.62,"Chicago, IL  60657"
Football 2017,Cincinnati,798520,9/8/17,"1:22:29:12,11",4,71.67,97,"Dexter, MI  48130"
Football 2017,Cincinnati,798655,9/2/17,"1:42:34:24,21",8,71.67,94,"Dexter, MI  48130"
Football 2017,Cincinnati,798914,8/31/17,"1:10:36:9,8",8,71.67,80,"Pataskala, OH  43062"
Football 2017,Cincinnati,799083,7/30/17,"1:14:29:19,16",8,75,85,"Orlando, FL  32819"
Football 2017,Cincinnati,799096,9/5/17,"1:1:8:10,9",4,71.67,215,"Rancho Cordova, CA  95742"
Football 2017,Cincinnati,799267,8/1/17,"1:17:83:39,38",4,75,89,"Davisburg, MI  48350"
Football 2017,Cincinnati,799413,8/18/17,"1:22:22:25,25",2,100,117.99,"Chicago, IL  60601"
Football 2017,Cincinnati,799439,9/6/17,"1:3:17:26,25",4,71.67,99,"Greeneville, TN  37745"
Football 2017,Cincinnati,799509,8/20/17,"1:17:28:9,8",4,71.67,95,"Saline, MI  48176"
Football 2017,Cincinnati,799509,9/1/17,"1:17:27:7,7",2,75,60.09,"Saline, MI  48176"
Football 2017,Cincinnati,799529,8/30/17,"1:20:4:24,23",4,71.67,125,"Gainesville, FL  32605"
Football 2017,Cincinnati,799581,8/27/17,"1:34:1:3,3",2,71.67,95,"Saint Louis, MO  63122"
Football 2017,Cincinnati,799948,9/8/17,"1:18:64:19,19",2,75,60,"Grand Rapids, MI  49504"
Football 2017,Cincinnati,800177,9/8/17,"1:41:60:28,28",2,85,49.99,"Holland, OH  43528"
Football 2017,Cincinnati,800231,9/3/17,"1:40:42:14,14",2,75,59.26,"Grosse Ile, MI  48138"
Football 2017,Cincinnati,800304,9/6/17,"1:1:30:22,21",4,100,110,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,800382,9/6/17,"1:6:12:8,7",4,71.67,71,"Grand Rapids, MI  49512"
Football 2017,Cincinnati,800416,9/6/17,"1:37:59:29,28",4,71.67,59,"Port Hope, ON  L1A 4C7"
Football 2017,Cincinnati,800601,8/23/17,"1:20:33:24,23",2,71.67,120,
Football 2017,Cincinnati,800640,9/7/17,"1:3:41:15,15",2,100,69,"Mentor, OH  44060"
Football 2017,Cincinnati,800642,9/6/17,"1:8:88:26,25",4,75,60,"Birmingham, MI  48009"
Football 2017,Cincinnati,800777,9/6/17,"1:42:22:22,21",4,71.67,84,"Cincinnati, OH  45244"
Football 2017,Cincinnati,800777,9/6/17,"1:42:28:12,9",8,71.67,90,"Cincinnati, OH  45244"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:1,1",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:2,2",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:3,3",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:4,4",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:5,5",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800840,9/9/17,"1:13:6:6,6",2,75,89.91,"Miami, FL  33129"
Football 2017,Cincinnati,800855,8/29/17,"1:1:30:18,17",4,71.67,140,"Cadillac, MI  49601"
Football 2017,Cincinnati,800888,8/29/17,"1:6:42:14,14",2,85,51.12,"Macomb, MI  48042"
Football 2017,Cincinnati,800938,8/26/17,"1:18:12:37,35",6,71.67,159,"Mason, OH  45040"
Football 2017,Cincinnati,801021,8/28/17,"1:15:49:13,10",8,71.67,85,"Detroit, MI  48202"
Football 2017,Cincinnati,801106,8/29/17,"1:21:3:8,6",6,100,160,"Northville, MI  48167"
Football 2017,Cincinnati,801114,9/8/17,"1:41:35:6,5",4,71.67,59,"Holland, OH  43528"
Football 2017,Cincinnati,801259,9/8/17,"1:20:32:18,17",4,71.67,75,"Farmington Hills, MI  48336"
Football 2017,Cincinnati,801348,8/30/17,"1:39:23:10,10",2,71.67,93,"Lowell, MI  49331"
Football 2017,Cincinnati,801348,8/30/17,"1:39:23:11,11",2,71.67,93,"Lowell, MI  49331"
Football 2017,Cincinnati,801348,8/30/17,"1:39:23:12,12",2,71.67,93,"Lowell, MI  49331"
Football 2017,Cincinnati,801348,8/30/17,"1:39:23:9,9",2,71.67,93,"Lowell, MI  49331"
Football 2017,Cincinnati,801526,9/7/17,"1:44:22:26,23",8,71.67,80,"Toledo, OH  43617"
Football 2017,Cincinnati,801526,9/7/17,"1:44:22:8,7",4,71.67,100.07,"Toledo, OH  43617"
Football 2017,Cincinnati,801568,9/8/17,"1:11:64:4,3",4,71.67,49.93,"Birmingham, MI  48009"
Football 2017,Cincinnati,801622,8/26/17,"1:35:56:6,3",8,71.67,69.5,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,801703,9/8/17,"1:36:91:17,17",2,71.67,50,"Detroit, MI  48221"
Football 2017,Cincinnati,801795,9/9/17,"1:3:10:10,9",4,71.67,58,"Bowling Green, OH  43402"
Football 2017,Cincinnati,801849,9/6/17,"1:19:82:13,12",4,71.67,65,"Ypsilanti, MI  48197"
Football 2017,Cincinnati,801886,8/26/17,"1:40:69:15,14",4,71.67,80,"Washington, MI  48094"
Football 2017,Cincinnati,801887,9/8/17,"1:20:25:8,5",8,71.67,78,"Clarkston, MI  48346"
Football 2017,Cincinnati,802042,9/7/17,"1:14:44:8,7",4,71.67,64.32,"Ann Arbor, MI  48104"
Football 2017,Cincinnati,802078,9/9/17,"1:6:63:26,25",4,71.67,44,"Ann Arbor, MI  48108"
Football 2017,Cincinnati,802089,9/9/17,"1:13:20:6,5",4,71.67,39.99,"Farmington Hills, MI  48336"
Football 2017,Cincinnati,802307,8/23/17,"1:40:73:17,16",4,71.67,75,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,802570,8/31/17,"1:13:10:26,24",6,71.67,105,"Cleves, OH  45002"
Football 2017,Cincinnati,802574,9/6/17,"1:23:36:16,13",8,71.67,149.41,"Commerce Township, MI  48382"
Football 2017,Cincinnati,802647,9/7/17,"1:24:28:8,7",4,71.67,115,"Ann Arbor, MI  48105"
Football 2017,Cincinnati,802742,9/8/17,"1:4:18:12,11",4,71.67,61,"Malverne, NY  11565"
Football 2017,Cincinnati,802811,9/8/17,"1:21:30:2,1",4,71.67,74.99,"Chicago, IL  60640"
Football 2017,Cincinnati,803379,8/10/17,"1:19:54:16,15",4,71.67,106,"Lemont, IL  60439"
Football 2017,Cincinnati,803515,9/8/17,"1:15:42:14,14",2,75,55,"Southfield, MI  48075"
Football 2017,Cincinnati,803599,9/8/17,"1:23:48:2,1",4,71.67,125,"Bloomfield Hills, MI  48301"
Football 2017,Cincinnati,803647,8/29/17,"1:19:95:4,1",8,71.67,88,"Minneapolis, MN  55406"
Football 2017,Cincinnati,803682,9/8/17,"1:1:24:26,23",8,71.67,100,"North Ridgeville, OH  44039"
Football 2017,Cincinnati,803974,9/9/17,"1:35:9:6,5",4,71.67,62,"Howell, MI  48843"
Football 2017,Cincinnati,804045,9/5/17,"1:37:5:15,14",4,71.67,63.97,"Roseville, MI  48066"
Football 2017,Cincinnati,804499,9/3/17,"1:40:86:11,9",6,71.67,73.91,"Orange, CA  92866"
Football 2017,Cincinnati,804499,9/4/17,"1:44:58:25,25",2,100,91.48,"Orange, CA  92866"
Football 2017,Cincinnati,804499,9/4/17,"1:44:58:8,5",8,71.67,112,"Orange, CA  92866"
Football 2017,Cincinnati,804619,9/8/17,"1:24:60:4,3",4,71.67,112.55,"Grand Blanc, MI  48439"
Football 2017,Cincinnati,805311,9/6/17,"1:40:66:16,15",4,71.67,100,"Warren, MI  48088"
Football 2017,Cincinnati,805313,8/10/17,"1:5:44:18,17",4,71.67,95,"Ann Arbor, MI  48103"
Football 2017,Cincinnati,805376,9/8/17,"1:18:87:29,29",2,71.67,61.88,"Grand Rapids, MI  49546"
Football 2017,Cincinnati,805376,9/8/17,"1:18:87:30,30",2,71.67,61.88,"Grand Rapids, MI  49546"
