Season,Event,Buyer ID,Resale Date,Seat Block,Qty,Primary Value / Ticket,Resale Value / Ticket,Mail CSZ
Football 2018,Western Michigan,1011673,7/12/18,"1:37:83:39,37",6,71.71,81.59,"Kalamazoo, MI  49004"
Football 2018,Western Michigan,1011852,7/12/18,"1:20:36:2,1",4,71.71,85,"East Lansing, MI  48823"
Football 2018,Western Michigan,1011889,7/12/18,"1:11:25:2,1",4,71.71,75,"Guntersville, AL  35976"
Football 2018,Western Michigan,1011890,7/12/18,"1:18:14:39,38",4,71.71,89,"Blissfield, MI  49228"
Football 2018,Western Michigan,1011891,7/12/18,"1:11:34:19,19",2,71.71,75,"Novi, MI  48377"
Football 2018,Western Michigan,1011891,7/12/18,"1:11:34:20,20",2,71.71,75,"Novi, MI  48377"
Football 2018,Western Michigan,1011891,7/12/18,"1:11:34:21,21",2,71.71,75,"Novi, MI  48377"
Football 2018,Western Michigan,1011891,7/12/18,"1:11:34:22,22",2,71.71,75,"Novi, MI  48377"
Football 2018,Western Michigan,1011972,7/12/18,"1:41:86:14,13",4,71.71,85.47,"Sault Sainte Marie, MI  49783"
Football 2018,Western Michigan,1011973,7/12/18,"1:6:63:4,3",4,71.71,99.9,"Arlington, VA  22202"
Football 2018,Western Michigan,1011974,7/12/18,"1:4:23:22,17",12,71.71,200.91,"Kalamazoo, MI  49009"
Football 2018,Western Michigan,1012006,7/12/18,"1:1:74:24,23",4,71.71,99.79,"Detroit, MI  48215"
Football 2018,Western Michigan,1012007,7/12/18,"1:4:16:8,7",4,71.71,92,"Chicago, IL  60660"
Football 2018,Western Michigan,1012008,7/12/18,"1:18:4:12,11",4,71.71,92.99,"Antioch, TN  37013"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:3,3",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:4,4",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:5,5",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:6,6",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:7,7",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012009,7/12/18,"1:4:2:8,8",2,71.71,110,"Otsego, MI  49078"
Football 2018,Western Michigan,1012011,7/12/18,"1:36:80:1,1",4,71.71,51.99,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1012038,7/12/18,"1:24:1:8,5",8,71.71,185,"Ionia, MI  48846"
Football 2018,Western Michigan,1012062,7/12/18,"1:3:21:24,22",6,71.71,98,"Charlottesville, VA  22903"
Football 2018,Western Michigan,1012101,7/13/18,"1:37:12:19,19",2,71.71,71.26,"Cincinnati, OH  45248"
Football 2018,Western Michigan,1012106,7/12/18,"1:4:6:12,11",4,71.71,148.99,"Galesburg, MI  49053"
Football 2018,Western Michigan,1012112,7/12/18,"1:16:75:10,5",12,71.71,123.75,"Owosso, MI  48867"
Football 2018,Western Michigan,1012123,7/12/18,"1:6:17:35,34",4,71.71,86,"Charleroi, PA  15022"
Football 2018,Western Michigan,1012130,7/13/18,"1:11:32:4,1",8,71.71,127.99,"Saint Joseph, MI  49085"
Football 2018,Western Michigan,1012130,8/11/18,"1:12:18:8,5",8,71.71,128,"Saint Joseph, MI  49085"
Football 2018,Western Michigan,1012131,7/13/18,"1:11:33:2,1",4,71.71,93.84,"Oakville, ON  L6H 1L3"
Football 2018,Western Michigan,1012151,7/13/18,"1:40:15:6,5",4,71.71,86,"Pinckney, MI  48169"
Football 2018,Western Michigan,1012152,7/13/18,"1:9:40:11,9",6,71.71,118.99,"Mount Orab, OH  45154"
Football 2018,Western Michigan,1012156,7/13/18,"1:37:95:16,13",8,71.71,114.98,"Abingdon, VA  24211"
Football 2018,Western Michigan,1012164,7/13/18,"1:14:81:10,9",4,71.71,88.86,"Grand Rapids, MI  49503"
Football 2018,Western Michigan,1012177,7/13/18,"1:16:85:13,13",2,71.71,79.94,"Midland, MI  48640"
Football 2018,Western Michigan,1012177,7/13/18,"1:16:85:14,14",2,71.71,79.94,"Midland, MI  48640"
Football 2018,Western Michigan,1012177,7/13/18,"1:16:85:15,15",2,71.71,79.94,"Midland, MI  48640"
Football 2018,Western Michigan,1012177,7/13/18,"1:16:85:16,16",2,71.71,79.94,"Midland, MI  48640"
Football 2018,Western Michigan,1012290,7/13/18,"1:42:11:18,17",4,71.71,75,"Portage, MI  49002"
Football 2018,Western Michigan,1012296,7/13/18,"1:20:35:2,1",4,71.71,125,"West Bloomfield, MI  48323"
Football 2018,Western Michigan,1012297,7/13/18,"1:40:88:9,6",8,71.71,85,"Richland, MI  49083"
Football 2018,Western Michigan,1012342,7/13/18,"1:1:81:22,21",4,71.71,131.58,"Pelham, NY  10803"
Football 2018,Western Michigan,1012352,7/13/18,"1:20:10:10,9",4,71.71,108.91,"Otisville, MI  48463"
Football 2018,Western Michigan,1012353,7/13/18,"1:20:10:12,11",4,71.71,108.91,"Saint Johns, MI  48879"
Football 2018,Western Michigan,1012391,7/13/18,"1:42:22:20,19",4,71.71,95,"Kalamazoo, MI  49009"
Football 2018,Western Michigan,1012393,7/13/18,"1:15:42:22,21",4,71.71,60,"Wayland, MI  49348"
Football 2018,Western Michigan,1012395,7/13/18,"1:13:27:21,21",2,71.71,80,"Silver Creek, GA  30173"
Football 2018,Western Michigan,1012395,9/3/18,"1:13:23:4,3",4,71.71,65,"Silver Creek, GA  30173"
Football 2018,Western Michigan,1012403,7/13/18,"1:14:42:1,1",2,71.71,85,"Wilton, CT  06897"
Football 2018,Western Michigan,1012403,7/13/18,"1:14:42:2,2",2,71.71,85,"Wilton, CT  06897"
Football 2018,Western Michigan,1012403,7/13/18,"1:14:42:3,3",2,71.71,85,"Wilton, CT  06897"
Football 2018,Western Michigan,1012403,7/13/18,"1:14:42:4,4",2,71.71,85,"Wilton, CT  06897"
Football 2018,Western Michigan,1012403,7/13/18,"1:14:42:5,5",2,71.71,85,"Wilton, CT  06897"
Football 2018,Western Michigan,1012407,8/27/18,"1:8:76:32,31",4,71.71,66,"Tallahassee, FL  32308"
Football 2018,Western Michigan,1012413,7/13/18,"1:13:24:20,19",4,71.71,74,"Leo, IN  46765"
Football 2018,Western Michigan,1012536,7/13/18,"1:41:77:32,29",8,71.71,60,"Wayland, MI  49348"
Football 2018,Western Michigan,1012632,7/14/18,"1:44:15:20,17",8,71.71,115,"Rockford, MI  49341"
Football 2018,Western Michigan,1012677,7/14/18,"1:3:6:8,5",8,71.71,135,"Taylor, MI  48180"
Football 2018,Western Michigan,1012790,7/14/18,"1:25:57:14,13",4,71.71,99.95,"Grand Rapids, MI  49504"
Football 2018,Western Michigan,1012883,7/14/18,"1:37:4:17,16",4,71.71,98.96,"Grand Rapids, MI  49506"
Football 2018,Western Michigan,1012892,7/14/18,"1:15:2:14,13",4,65,88,"Bowling Green, OH  43402"
Football 2018,Western Michigan,1012897,7/14/18,"1:21:1:17,15",6,71.71,308.21,"Indianapolis, IN  46208"
Football 2018,Western Michigan,1012898,7/14/18,"1:4:4:6,3",8,71.71,110,"Three Rivers, MI  49093"
Football 2018,Western Michigan,1012899,7/14/18,"1:20:84:27,27",4,71.71,99.28,"Fenton, MI  48430"
Football 2018,Western Michigan,1012900,7/14/18,"1:3:3:4,3",4,71.71,124,"Fort Walton Beach, FL  32547"
Football 2018,Western Michigan,1012935,7/14/18,"1:20:27:24,23",4,71.71,109.99,"Buchanan, MI  49107"
Football 2018,Western Michigan,1012936,7/14/18,"1:39:43:23,23",2,71.71,34.99,"Berlin, MA  01503"
Football 2018,Western Michigan,1012953,7/15/18,"1:34:4:6,5",4,71.71,90,"New York, NY  10011"
Football 2018,Western Michigan,1012973,7/15/18,"1:22:27:16,13",8,71.71,300,"Ann Arbor, MI  48104"
Football 2018,Western Michigan,1012984,7/15/18,"1:37:6:2,1",4,71.71,76.99,"Petoskey, MI  49770"
Football 2018,Western Michigan,1012990,7/15/18,"1:3:88:10,9",4,71.71,69,"Venice, FL  34285"
Football 2018,Western Michigan,1013003,7/15/18,"1:7:29:18,18",2,71.71,29.98,"Oakville, ON  L6M 0Y8"
Football 2018,Western Michigan,1013003,7/15/18,"1:7:30:18,18",2,71.71,29.98,"Oakville, ON  L6M 0Y8"
Football 2018,Western Michigan,1013004,7/15/18,"1:44:21:24,23",4,71.71,108,"Chesterton, IN  46304"
Football 2018,Western Michigan,1013021,7/15/18,"1:14:48:20,20",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013021,7/15/18,"1:14:48:21,21",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013021,7/15/18,"1:14:48:22,22",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013027,7/15/18,"1:14:48:23,23",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013027,7/15/18,"1:14:48:24,24",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013027,7/15/18,"1:14:48:25,25",2,71.71,57,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013027,7/15/18,"1:14:51:17,14",8,71.71,69.99,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013029,7/15/18,"1:10:21:10,7",8,71.71,63,"Ferndale, MI  48220"
Football 2018,Western Michigan,1013031,7/15/18,"1:11:41:24,23",4,71.71,50,"Constantine, MI  49042"
Football 2018,Western Michigan,1013033,7/15/18,"1:3:3:6,5",4,71.71,107,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1013040,7/15/18,"1:18:87:34,33",4,71.71,55,"Holly, MI  48442"
Football 2018,Western Michigan,1013049,7/15/18,"1:4:58:18,15",8,71.71,70,"Frankenmuth, MI  48734"
Football 2018,Western Michigan,1013064,7/15/18,"1:21:10:22,19",8,71.71,125,"Lake, MI  48632"
Football 2018,Western Michigan,1013069,7/15/18,"1:18:9:16,15",4,71.71,82,"Spring Lake, NC  28390"
Football 2018,Western Michigan,1013074,7/15/18,"1:37:6:14,13",4,71.71,70,"Vicksburg, MI  49097"
Football 2018,Western Michigan,1013078,8/1/18,"1:34:68:28,27",4,65,66.33,"Midland, MI  48640"
Football 2018,Western Michigan,1013084,7/16/18,"1:22:28:18,15",8,71.71,179,"Rockingham, VA  22801"
Football 2018,Western Michigan,1013112,7/16/18,"1:13:37:6,5",4,71.71,62,"Winter Garden, FL  34787"
Football 2018,Western Michigan,1013152,7/16/18,"1:20:93:21,19",6,71.71,68,"Fort Branch, IN  47648"
Football 2018,Western Michigan,1013202,7/16/18,"1:19:89:33,32",4,71.71,59,"Muskegon, MI  49441"
Football 2018,Western Michigan,1013208,7/16/18,"1:20:4:18,17",4,71.71,145,"Portland, MI  48875"
Football 2018,Western Michigan,1013241,7/16/18,"1:18:90:29,28",4,71.71,55,"Hartford, MI  49057"
Football 2018,Western Michigan,1013310,7/17/18,"1:13:53:6,1",12,71.71,119,"Ridgefield, CT  06877"
Football 2018,Western Michigan,1013316,7/17/18,"1:13:58:4,3",4,71.71,85,"Arthur, IL  61911"
Football 2018,Western Michigan,1013318,7/17/18,"1:13:58:2,1",4,71.71,85,"Cleveland, GA  30528"
Football 2018,Western Michigan,1013321,7/17/18,"1:13:59:4,1",8,71.71,119,"Long Beach, NY  11561"
Football 2018,Western Michigan,1013323,7/17/18,"1:13:59:6,5",4,71.71,85,"Bronson, IA  51007"
Football 2018,Western Michigan,1013328,7/17/18,"1:42:7:21,19",6,75,91.62,"Saint Charles, MI  48655"
Football 2018,Western Michigan,1013330,7/17/18,"1:42:9:8,5",8,75,88.14,"San Diego, CA  92106"
Football 2018,Western Michigan,1013332,7/17/18,"1:5:26:17,13",10,71.71,84,"Almonte, ON  K0A 1A0"
Football 2018,Western Michigan,1013334,7/17/18,"1:7:27:9,9",2,71.71,29.98,"Riverview, MI  48193"
Football 2018,Western Michigan,1013340,7/17/18,"1:43:14:7,5",6,90,125.68,"Troy, MI  48083"
Football 2018,Western Michigan,1013341,7/17/18,"1:4:3:22,21",4,75,87.64,"White Pigeon, MI  49099"
Football 2018,Western Michigan,1013342,7/17/18,"1:4:3:28,25",8,75,75,"Temperance, MI  48182"
Football 2018,Western Michigan,1013343,7/17/18,"1:42:7:8,5",8,75,80,"Gaylord, MI  49735"
Football 2018,Western Michigan,1013346,7/17/18,"1:43:14:10,8",6,90,125.68,"Falkensee, BB  14612"
Football 2018,Western Michigan,1013403,7/17/18,"1:24:91:12,11",8,71.71,102.21,"Coloma, MI  49038"
Football 2018,Western Michigan,1013413,7/17/18,"1:24:31:12,11",4,90,189.03,"Windsor, ON  N9H 1B7"
Football 2018,Western Michigan,1013427,7/17/18,"1:16:38:17,14",8,71.71,61,"Saint Cloud, FL  34771"
Football 2018,Western Michigan,1013468,7/17/18,"1:16:25:12,11",4,71.71,67,"Milwaukee, WI  53217"
Football 2018,Western Michigan,1013474,7/17/18,"1:25:56:24,23",4,90,117.35,"Monroe, MI  48162"
Football 2018,Western Michigan,1013475,7/17/18,"1:25:56:26,25",4,90,109.35,"Lansing, MI  48911"
Football 2018,Western Michigan,1013476,7/17/18,"1:25:63:15,13",6,90,112.35,"Cedar Springs, MI  49319"
Football 2018,Western Michigan,1013479,7/17/18,"1:20:68:26,25",4,71.71,79,"Brighton, VIC  3186"
Football 2018,Western Michigan,1013485,7/17/18,"1:6:89:40,39",4,71.71,52,"Brownstown Township, MI  48183"
Football 2018,Western Michigan,1013519,7/18/18,"1:40:12:24,23",4,71.71,71,"Fennville, MI  49408"
Football 2018,Western Michigan,1013544,7/18/18,"1:42:8:10,5",12,75,111.77,"Monclova, OH  43542"
Football 2018,Western Michigan,1013546,7/18/18,"1:25:21:24,23",4,90,147.88,"Wailuku, HI  96793"
Football 2018,Western Michigan,1013558,7/18/18,"1:5:24:2,1",4,71.71,65.98,"Bloomfield Hills, MI  48304"
Football 2018,Western Michigan,1013567,7/18/18,"1:24:10:21,20",4,71.71,210,"Spencerville, IN  46788"
Football 2018,Western Michigan,1013576,7/18/18,"1:22:27:4,3",4,71.71,137,"Dayton, OH  45459"
Football 2018,Western Michigan,1013584,7/18/18,"1:36:49:23,22",4,71.71,52,"Brighton, MI  48116"
Football 2018,Western Michigan,1013586,7/18/18,"1:21:4:25,23",6,71.71,125,"Columbus, OH  43207"
Football 2018,Western Michigan,1013589,7/18/18,"1:43:A:2,1",4,90,134,"Grand Rapids, MI  49506"
Football 2018,Western Michigan,1013614,7/18/18,"1:25:52:19,18",4,90,109.35,"Glendale, AZ  85308"
Football 2018,Western Michigan,1013616,7/18/18,"1:25:53:22,18",10,90,117.35,"Fort Wayne, IN  46804"
Football 2018,Western Michigan,1013628,7/18/18,"1:9:47:2,1",4,71.71,50,"Muskegon, MI  49441"
Football 2018,Western Michigan,1013674,7/19/18,"1:20:4:4,1",8,71.71,120,"Spring Valley, NY  10977"
Football 2018,Western Michigan,1013678,7/19/18,"1:12:37:10,9",4,71.71,58,"Williamston, MI  48895"
Football 2018,Western Michigan,1013694,7/19/18,"1:33:30:2,1",4,60,99,"Rochester Hills, MI  48317"
Football 2018,Western Michigan,1013696,7/19/18,"1:33:30:7,3",10,60,89,"Vandalia, MI  49095"
Football 2018,Western Michigan,1013697,7/19/18,"1:33:31:4,4",2,60,99,"San Francisco, CA  94131"
Football 2018,Western Michigan,1013713,7/19/18,"1:25:79:23,22",4,90,115,"Reading, PA  19605"
Football 2018,Western Michigan,1013721,7/19/18,"1:3:3:16,13",8,71.71,117.5,"Memphis, TN  38119"
Football 2018,Western Michigan,1013721,7/29/18,"1:3:5:22,19",8,71.71,105,"Memphis, TN  38119"
Football 2018,Western Michigan,1013741,7/19/18,"1:16:29:16,16",2,71.71,44,"Toledo, OH  43609"
Football 2018,Western Michigan,1013759,7/19/18,"1:5:70:4,3",4,71.71,54.95,"Grand Rapids, MI  49503"
Football 2018,Western Michigan,1013760,7/19/18,"1:12:80:24,23",4,71.71,49.95,"Farmington, MI  48335"
Football 2018,Western Michigan,1013770,7/19/18,"1:9:13:32,29",8,71.71,76,"Grand Rapids, MI  49505"
Football 2018,Western Michigan,1013778,7/19/18,"1:9:12:28,25",8,71.71,86,"Battle Creek, MI  49015"
Football 2018,Western Michigan,1013804,7/19/18,"1:6:41:6,5",4,71.71,66.99,"Franklin, TN  37067"
Football 2018,Western Michigan,1013818,7/19/18,"1:19:29:16,13",8,71.71,78,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1013872,7/20/18,"1:17:63:20,19",4,71.71,95.2,"Galesburg, MI  49053"
Football 2018,Western Michigan,1013881,7/20/18,"1:5:22:8,7",4,71.71,63.36,"Douglasville, GA  30135"
Football 2018,Western Michigan,1013897,7/20/18,"1:25:49:24,21",8,90,122.35,"Ceresco, MI  49033"
Football 2018,Western Michigan,1013898,7/20/18,"1:25:49:26,25",4,90,87.35,"Northridge, CA  91325"
Football 2018,Western Michigan,1013917,7/20/18,"1:9:1:2,1",4,71.71,73,"Grand Rapids, MI  49505"
Football 2018,Western Michigan,1013921,7/20/18,"1:1:89:31,29",6,71.71,100,"Livonia, MI  48154"
Football 2018,Western Michigan,1013925,7/20/18,"1:43:12:22,20",6,75,122.1,"San Carlos, CA  94070"
Football 2018,Western Michigan,1013936,9/1/18,"1:12:19:18,16",6,71.71,73.99,"Howell, MI  48843"
Football 2018,Western Michigan,1013939,7/20/18,"1:22:8:10,9",4,71.71,150,"Pinconning, MI  48650"
Football 2018,Western Michigan,1013951,7/20/18,"1:41:87:26,23",16,71.71,61,"Sorrento, FL  32776"
Football 2018,Western Michigan,1013954,7/20/18,"1:20:27:26,25",4,71.71,115.64,"Saugus, MA  01906"
Football 2018,Western Michigan,1013958,7/22/18,"1:41:32:10,9",4,71.71,70,"Clinton Township, MI  48035"
Football 2018,Western Michigan,1013963,7/20/18,"1:10:96:14,13",4,71.71,50,"Holly, MI  48442"
Football 2018,Western Michigan,1013967,7/20/18,"1:7:79:32,29",8,71.71,53,"Kalamazoo, MI  49001"
Football 2018,Western Michigan,1013977,7/20/18,"1:25:58:14,13",4,71.71,116,"Morganville, NJ  07751"
Football 2018,Western Michigan,1013979,7/20/18,"1:2:10:22,22",2,71.71,118.06,"Battle Creek, MI  49037"
Football 2018,Western Michigan,1013979,7/20/18,"1:2:10:23,23",2,71.71,118.06,"Battle Creek, MI  49037"
Football 2018,Western Michigan,1013979,7/20/18,"1:2:10:24,24",2,71.71,118.06,"Battle Creek, MI  49037"
Football 2018,Western Michigan,1013979,7/20/18,"1:2:10:25,25",2,71.71,118.06,"Battle Creek, MI  49037"
Football 2018,Western Michigan,1013992,7/21/18,"1:37:64:27,26",4,71.71,56,"Three Oaks, MI  49128"
