Season,Event,Buyer ID,Resale Date,Seat Block,Qty,Primary Value / Ticket,Resale Value / Ticket,Mail CSZ
Football 2018,Western Michigan,1023732,9/6/18,"1:42:84:11,11",2,71.71,57.88,"Portage, MI  49002"
Football 2018,Western Michigan,1023732,9/6/18,"1:42:84:12,12",2,71.71,57.88,"Portage, MI  49002"
Football 2018,Western Michigan,1023732,9/6/18,"1:42:84:9,9",2,71.71,57.88,"Portage, MI  49002"
Football 2018,Western Michigan,1023733,9/6/18,"1:3:45:26,25",4,71.71,54,"Three Rivers, MI  49093"
Football 2018,Western Michigan,1023735,9/6/18,"1:7:85:6,5",4,71.71,33,"Haslett, MI  48840"
Football 2018,Western Michigan,1023737,9/6/18,"1:13:75:6,5",4,71.71,29.99,"Grandville, MI  49418"
Football 2018,Western Michigan,1023740,9/6/18,"1:6:11:28,26",6,71.71,50,"Windsor, ON  N8T 1L8"
Football 2018,Western Michigan,1023742,9/6/18,"1:7:76:23,22",4,71.71,30,"Mendon, MI  49072"
Football 2018,Western Michigan,1023743,9/6/18,"1:18:42:3,1",6,71.71,55,"Troy, MI  48084"
Football 2018,Western Michigan,1023745,9/6/18,"1:23:34:22,21",4,90,112.39,"Flint, MI  48507"
Football 2018,Western Michigan,1023747,9/6/18,"1:10:78:4,3",4,71.71,35,"Canton, MI  48188"
Football 2018,Western Michigan,1023750,9/6/18,"1:3:6:26,23",8,71.71,65,"West Bloomfield, MI  48322"
Football 2018,Western Michigan,1023750,9/7/18,"1:3:7:5,5",2,71.71,50,"West Bloomfield, MI  48322"
Football 2018,Western Michigan,1023750,9/7/18,"1:3:7:6,6",2,71.71,50,"West Bloomfield, MI  48322"
Football 2018,Western Michigan,1023754,9/6/18,"1:35:19:8,7",4,71.71,29,"Calgary, AB  T2Z 0L6"
Football 2018,Western Michigan,1023757,9/6/18,"1:13:56:5,5",2,71.71,40,"Davison, MI  48423"
Football 2018,Western Michigan,1023758,9/6/18,"1:2:7:8,7",4,71.71,60,"Lombard, IL  60148"
Football 2018,Western Michigan,1023759,9/6/18,"1:36:78:5,2",8,71.71,35,"Grand Rapids, MI  49507"
Football 2018,Western Michigan,1023760,9/6/18,"1:11:7:20,19",4,65,42.18,"Clayton, MI  49235"
Football 2018,Western Michigan,1023761,9/6/18,"1:44:7:17,15",6,90,84.82,"Atlanta, GA  30342"
Football 2018,Western Michigan,1023762,9/6/18,"1:42:8:12,11",4,75,50.77,"Warren, MI  48088"
Football 2018,Western Michigan,1023763,9/6/18,"1:13:56:8,6",6,71.71,40,"Goshen, NY  10924"
Football 2018,Western Michigan,1023764,9/6/18,"1:34:69:12,11",4,71.71,35,"Petoskey, MI  49770"
Football 2018,Western Michigan,1023764,9/7/18,"1:44:36:9,9",2,71.71,75,"Petoskey, MI  49770"
Football 2018,Western Michigan,1023766,9/6/18,"1:22:33:2,1",4,71.71,65.81,"Sturgis, MI  49091"
Football 2018,Western Michigan,1023768,9/6/18,"1:1:45:22,21",4,71.71,60,"Howell, MI 48855"
Football 2018,Western Michigan,1023769,9/6/18,"1:10:38:17,14",8,71.71,34,"Milan, MI  48160"
Football 2018,Western Michigan,1023770,9/6/18,"1:35:86:9,9",2,71.71,30,"Vernon Hills, IL  60061"
Football 2018,Western Michigan,1023778,9/7/18,"1:39:72:13,12",4,71.71,27,"Sterling Heights, MI  48314"
Football 2018,Western Michigan,1023780,9/7/18,"1:2:29:2,1",4,71.71,59.75,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023786,9/7/18,"1:40:59:8,7",4,71.71,27,"Warren, MI  48089"
Football 2018,Western Michigan,1023787,9/7/18,"1:7:85:8,7",4,71.71,29,"Owosso, MI  48867"
Football 2018,Western Michigan,1023789,9/7/18,"1:18:A:13,12",4,71.71,59,"Dexter, MI  48130"
Football 2018,Western Michigan,1023790,9/7/18,"1:24:61:17,17",2,71.71,60,"Kalamazoo, MI  49006"
Football 2018,Western Michigan,1023793,9/7/18,"1:21:21:20,19",4,71.71,55,"Las Vegas, NV  89146"
Football 2018,Western Michigan,1023794,9/7/18,"1:41:45:4,1",8,71.71,40,"Battle Creek, MI  49017"
Football 2018,Western Michigan,1023797,9/7/18,"1:10:39:17,14",8,71.71,34,"Holly, MI  48442"
Football 2018,Western Michigan,1023799,9/7/18,"1:42:17:16,15",4,71.71,52,"Romulus, MI  48174"
Football 2018,Western Michigan,1023800,9/7/18,"1:17:50:2,2",2,71.71,36,"Muskegon, MI  49445"
Football 2018,Western Michigan,1023800,9/7/18,"1:18:56:4,4",2,71.71,35,"Muskegon, MI  49445"
Football 2018,Western Michigan,1023801,9/7/18,"1:1:63:24,23",4,71.71,55,"Grand Rapids, MI  49506"
Football 2018,Western Michigan,1023802,9/7/18,"1:20:B:20,19",4,71.71,60,"Port Huron, MI  48060"
Football 2018,Western Michigan,1023803,9/7/18,"1:21:68:10,7",8,71.71,48,"Chelsea, MI  48118"
Football 2018,Western Michigan,1023804,9/7/18,"1:42:15:10,5",12,75,68.77,"Troy, MI  48098"
Football 2018,Western Michigan,1023805,9/7/18,"1:24:1:2,1",4,90,120,"Houma, LA  70364"
Football 2018,Western Michigan,1023808,9/7/18,"1:25:25:19,15",10,90,75.48,"South Lyon, MI  48178"
Football 2018,Western Michigan,1023809,9/7/18,"1:38:82:27,25",6,71.71,40,"Portage,  MI  49024"
Football 2018,Western Michigan,1023811,9/7/18,"1:25:18:26,24",6,90,74.25,"Grand Rapids, MI  49506"
Football 2018,Western Michigan,1023812,9/7/18,"1:37:12:23,22",4,71.71,36,"East China, MI  48054"
Football 2018,Western Michigan,1023813,9/7/18,"1:18:77:29,28",4,71.71,33,"New Baltimore, MI  48047"
Football 2018,Western Michigan,1023815,9/7/18,"1:8:70:6,5",4,71.71,28,"Macomb, MI  48042"
Football 2018,Western Michigan,1023816,9/7/18,"1:21:28:6,5",4,71.71,50,"Fruitport, MI  49415"
Football 2018,Western Michigan,1023818,9/7/18,"1:12:37:12,11",4,71.71,31.23,"Olivet, MI  49076"
Football 2018,Western Michigan,1023819,9/7/18,"1:16:31:13,10",8,71.71,38,"Newton Center, MA  02459"
Football 2018,Western Michigan,1023820,9/7/18,"1:21:17:6,5",4,71.71,70,"Hartselle, AL  35640"
Football 2018,Western Michigan,1023821,9/7/18,"1:15:87:17,15",6,70,55,"Hartford, MI  49057"
Football 2018,Western Michigan,1023822,9/7/18,"1:3:5:10,7",8,71.71,63,"Mattawan, MI  49071"
Football 2018,Western Michigan,1023823,9/7/18,"1:41:86:10,9",4,71.71,30,"Tipton, MI  49287"
Football 2018,Western Michigan,1023824,9/7/18,"1:34:75:8,7",4,71.71,39,"Kalamazoo, MI  49006"
Football 2018,Western Michigan,1023825,9/7/18,"1:4:47:4,3",4,64.57,39,"Warren, MI  48088"
Football 2018,Western Michigan,1023826,9/7/18,"1:43:39:18,17",4,71.71,50.95,"Spring Lake, MI  49456"
Football 2018,Western Michigan,1023827,9/7/18,"1:18:93:12,9",8,71.71,42,"Jackson, MI  49202"
Football 2018,Western Michigan,1023827,9/7/18,"1:40:20:43,43",2,71.71,39,"Jackson, MI  49202"
Football 2018,Western Michigan,1023829,9/7/18,"1:10:77:8,7",4,71.71,28,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023830,9/7/18,"1:19:62:6,5",4,71.71,37,"Grand Blanc, MI  48439"
Football 2018,Western Michigan,1023836,9/7/18,"1:1:40:6,5",4,71.71,80,"Lansing, MI  48912"
Football 2018,Western Michigan,1023837,9/7/18,"1:24:45:12,11",4,71.71,64,"Winterville, NC  28590"
Football 2018,Western Michigan,1023841,9/7/18,"1:22:33:4,3",4,71.71,65.81,"Fleming Island, FL 32003"
Football 2018,Western Michigan,1023843,9/7/18,"1:40:60:3,3",2,71.71,30,"Albion, MI  49224"
Football 2018,Western Michigan,1023843,9/7/18,"1:40:60:4,4",2,71.71,30,"Albion, MI  49224"
Football 2018,Western Michigan,1023843,9/7/18,"1:40:60:5,5",2,71.71,30,"Albion, MI  49224"
Football 2018,Western Michigan,1023843,9/7/18,"1:40:60:6,6",2,71.71,30,"Albion, MI  49224"
Football 2018,Western Michigan,1023844,9/7/18,"1:11:38:12,11",4,71.71,28,"Hudson, MI  49247"
Football 2018,Western Michigan,1023851,9/7/18,"1:35:5:6,5",4,71.71,40,"Madison Heights, MI  48071"
Football 2018,Western Michigan,1023854,9/7/18,"1:23:47:2,1",4,90,101.15,"Traverse City, MI  49686"
Football 2018,Western Michigan,1023857,9/7/18,"1:9:46:14,13",4,64.57,34,"Portage,  MI  49024"
Football 2018,Western Michigan,1023860,9/7/18,"1:19:80:11,11",2,71.71,45,"Ann Arbor, MI  48104"
Football 2018,Western Michigan,1023861,9/7/18,"1:6:57:5,5",2,71.71,29,"Detroit, MI  48201"
Football 2018,Western Michigan,1023861,9/7/18,"1:6:57:6,6",2,71.71,29,"Detroit, MI  48201"
Football 2018,Western Michigan,1023861,9/7/18,"1:6:58:5,5",2,71.71,29,"Detroit, MI  48201"
Football 2018,Western Michigan,1023861,9/7/18,"1:6:58:6,6",2,71.71,29,"Detroit, MI  48201"
Football 2018,Western Michigan,1023863,9/7/18,"1:21:27:25,24",4,71.71,60,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023865,9/7/18,"1:1:35:24,23",4,71.71,72.05,"Mattawan, MI  49071"
Football 2018,Western Michigan,1023866,9/7/18,"1:13:66:20,19",4,71.71,30,"Novi, MI  48375"
Football 2018,Western Michigan,1023866,9/7/18,"1:13:82:26,25",4,71.71,30,"Novi, MI  48375"
Football 2018,Western Michigan,1023866,9/7/18,"1:14:45:4,3",4,64.57,35,"Novi, MI  48375"
Football 2018,Western Michigan,1023868,9/7/18,"1:5:66:30,29",4,71.71,30,"Fowlerville, MI  48836"
Football 2018,Western Michigan,1023869,9/7/18,"1:41:80:31,30",4,71.71,31,"Grandville, MI  49418"
Football 2018,Western Michigan,1023870,9/7/18,"1:34:33:13,13",2,65,40,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023871,9/7/18,"1:12:60:4,3",4,71.71,37,"Linden, MI  48451"
Football 2018,Western Michigan,1023877,9/7/18,"1:7:34:12,11",4,71.71,30,"Taylor, MI  48180"
Football 2018,Western Michigan,1023878,9/7/18,"1:24:3:4,1",8,90,102.5,"Plymouth, MI  48170"
Football 2018,Western Michigan,1023879,9/7/18,"1:4:25:18,17",4,71.71,40,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1023880,9/7/18,"1:9:13:34,33",4,71.71,34,"Abbotsford, BC  V4X 1X9"
Football 2018,Western Michigan,1023882,9/7/18,"1:38:75:8,7",4,71.71,28,"Beverly Hills, MI  48025"
Football 2018,Western Michigan,1023883,9/7/18,"1:6:18:12,11",4,64.57,33,"Grand Blanc, MI  48439"
Football 2018,Western Michigan,1023884,9/7/18,"1:12:21:9,5",10,71.71,65,"Fargo, ND  58104"
Football 2018,Western Michigan,1023887,9/7/18,"1:9:81:22,21",4,71.71,30,"Grand Rapids, MI  49506"
Football 2018,Western Michigan,1023888,9/7/18,"1:35:51:15,15",2,64.57,40,"Berkley, MI  48072"
Football 2018,Western Michigan,1023888,9/7/18,"1:35:51:16,16",2,64.57,40,"Berkley, MI  48072"
Football 2018,Western Michigan,1023888,9/7/18,"1:35:51:17,17",2,71.71,40,"Berkley, MI  48072"
Football 2018,Western Michigan,1023888,9/7/18,"1:35:51:18,18",2,71.71,40,"Berkley, MI  48072"
Football 2018,Western Michigan,1023890,9/7/18,"1:40:67:16,13",8,71.71,40,"Lockport, NY  14094"
Football 2018,Western Michigan,1023891,9/7/18,"1:44:84:4,3",4,71.71,40,"Linwood, NJ  08221"
Football 2018,Western Michigan,1023893,9/7/18,"1:8:76:5,5",2,71.71,56,"Knoxville, TN  37938"
Football 2018,Western Michigan,1023896,9/7/18,"1:35:49:13,13",2,71.71,65,"Saline, MI  48176"
Football 2018,Western Michigan,1023899,9/7/18,"1:34:4:8,7",4,71.71,47,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023901,9/7/18,"1:19:89:21,19",6,71.71,60,"Romulus, MI  48174"
Football 2018,Western Michigan,1023902,9/7/18,"1:7:34:4,3",4,71.71,29,"Ferndale, MI  48220"
Football 2018,Western Michigan,1023903,9/7/18,"1:11:13:12,11",4,71.71,45,"Niles, OH  44446"
Football 2018,Western Michigan,1023908,9/7/18,"1:33:31:4,4",2,60,50,"Bryn Mawr, PA  19010"
Football 2018,Western Michigan,1023910,9/7/18,"1:10:61:17,16",4,71.71,29,"Marine City, MI  48039"
Football 2018,Western Michigan,1023911,9/7/18,"1:23:35:22,21",4,90,107.29,"Jackson, MI  49203"
Football 2018,Western Michigan,1023914,9/7/18,"1:36:32:18,17",4,71.71,29.9,"Fowlerville, MI  48836"
Football 2018,Western Michigan,1023915,9/7/18,"1:24:21:8,7",4,71.71,67,"Saint Augustine, FL  32084"
Football 2018,Western Michigan,1023917,9/7/18,"1:24:24:17,16",4,71.71,65,"Wylie, TX  75098"
Football 2018,Western Michigan,1023921,9/7/18,"1:22:75:2,1",4,71.71,55,"Ypsilanti, MI  48197"
Football 2018,Western Michigan,1023923,9/7/18,"1:19:45:19,17",6,71.71,50,"Southfield, MI  48076"
Football 2018,Western Michigan,1023924,9/7/18,"1:4:40:24,23",4,71.71,40,"Grosse Pointe Farms, MI  48236"
Football 2018,Western Michigan,1023926,9/7/18,"1:19:45:22,20",6,71.71,50,"Saline, MI  48176"
Football 2018,Western Michigan,1023928,9/7/18,"1:6:20:34,33",4,71.71,35,"Hartland, MI  48353"
Football 2018,Western Michigan,1023931,9/7/18,"1:44:29:8,7",4,71.71,59.36,"Berkley, MI  48072"
Football 2018,Western Michigan,1023932,9/7/18,"1:17:41:19,19",2,71.71,33,"Hillsdale, MI  49242"
Football 2018,Western Michigan,1023932,9/7/18,"1:17:41:20,20",2,71.71,33,"Hillsdale, MI  49242"
Football 2018,Western Michigan,1023932,9/7/18,"1:17:41:21,21",2,71.71,33,"Hillsdale, MI  49242"
Football 2018,Western Michigan,1023932,9/7/18,"1:17:41:22,22",2,71.71,33,"Hillsdale, MI  49242"
Football 2018,Western Michigan,1023932,9/7/18,"1:17:51:4,3",4,71.71,35,"Hillsdale, MI  49242"
Football 2018,Western Michigan,1023933,9/7/18,"1:18:17:16,15",4,71.71,39,"Southfield, MI  48034"
Football 2018,Western Michigan,1023935,9/7/18,"1:23:63:22,21",4,71.71,75.49,"Chicago, IL  60641"
Football 2018,Western Michigan,1023936,9/7/18,"1:2:8:8,5",8,71.71,90,"Battle Creek, MI  49017"
Football 2018,Western Michigan,1023938,9/7/18,"1:36:61:3,1",6,71.71,45,"Traverse City, MI  49686"
Football 2018,Western Michigan,1023940,9/7/18,"1:13:19:9,7",6,71.71,60,"Redford, MI  48239"
Football 2018,Western Michigan,1023941,9/7/18,"1:2:35:10,9",4,64.57,59.95,"Hastings, MI  49058"
Football 2018,Western Michigan,1023944,9/7/18,"1:6:23:15,14",4,71.71,25,"Kalamazoo, MI  49008"
Football 2018,Western Michigan,1023947,9/7/18,"1:18:96:38,37",4,71.71,32,"Ann Arbor, MI  48104"
Football 2018,Western Michigan,1023949,9/7/18,"1:2:86:28,27",4,71.71,41,"Farmington, MI  48335"
Football 2018,Western Michigan,1023950,9/7/18,"1:2:17:21,20",4,71.71,60,"Tucson, AZ  85718"
Football 2018,Western Michigan,1023951,9/7/18,"1:9:28:9,9",2,71.71,30,"Grosse Ile, MI  48138"
Football 2018,Western Michigan,1023953,9/7/18,"1:35:1:26,25",4,71.71,45,"Gobles, MI  49055"
Football 2018,Western Michigan,1023955,9/7/18,"1:42:34:12,11",4,71.71,35,"Grandville, MI  49418"
Football 2018,Western Michigan,1023958,9/7/18,"1:5:69:5,4",4,71.71,25,"Brownstown Twp, MI  48183"
Football 2018,Western Michigan,1023961,9/7/18,"1:6:B:21,20",4,71.71,46.54,"Macomb, MI 48044"
Football 2018,Western Michigan,1023969,9/7/18,"1:6:18:28,27",4,71.71,35,"Plymouth, MI  48170"
Football 2018,Western Michigan,1023972,9/7/18,"1:3:1:12,9",8,71.71,59,"Adrian, MI  49221"
Football 2018,Western Michigan,1023973,9/7/18,"1:38:90:32,31",4,71.71,65,"Clarkston, MI  48348"
Football 2018,Western Michigan,1023975,9/7/18,"1:39:77:10,9",4,71.71,25,"Kitchener, ON  N2P 2K7"
Football 2018,Western Michigan,1023976,9/7/18,"1:1:20:2,1",4,71.71,90,"Melbourne Beach, FL  32951"
Football 2018,Western Michigan,1023979,9/7/18,"1:19:57:23,22",4,71.71,30,"Shelby Township, MI  48315"
Football 2018,Western Michigan,1023984,9/7/18,"1:24:42:16,13",8,71.71,60,"Midland, MI  48642"
Football 2018,Western Michigan,1023986,9/7/18,"1:8:29:5,4",4,71.71,27,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1023987,9/7/18,"1:20:68:14,13",4,71.71,45,"Macomb, MI 48044"
Football 2018,Western Michigan,1023989,9/7/18,"1:3:25:6,5",4,71.71,44.21,"Portage,  MI  49024"
Football 2018,Western Michigan,1023990,9/7/18,"1:19:36:17,16",4,71.71,34,"Portage, MI  49002"
Football 2018,Western Michigan,1023991,9/7/18,"1:3:15:12,11",4,71.71,59.99,"Dearborn, MI  48126"
Football 2018,Western Michigan,1023992,9/7/18,"1:41:36:17,16",4,71.71,30,"Southfield, MI  48076"
Football 2018,Western Michigan,1023994,9/7/18,"1:25:25:21,20",4,90,69.93,"Holland, MI  49424"
Football 2018,Western Michigan,1023995,9/7/18,"1:21:17:22,19",8,71.71,63,"Grand Rapids, MI  49504"
Football 2018,Western Michigan,1023995,9/7/18,"1:21:68:2,2",2,71.71,38,"Grand Rapids, MI  49504"
Football 2018,Western Michigan,1023999,9/7/18,"1:9:14:19,18",4,71.71,36,"Monroe, MI  48162"
Football 2018,Western Michigan,1024001,9/7/18,"1:15:75:6,5",4,71.71,25,"Lansing, MI  48912"
Football 2018,Western Michigan,1024001,9/7/18,"1:16:80:30,29",4,71.71,25,"Lansing, MI  48912"
Football 2018,Western Michigan,1024003,9/7/18,"1:22:21:18,17",4,71.71,70,"Saint Clair, MI  48079"
Football 2018,Western Michigan,1024004,9/7/18,"1:10:61:19,18",4,71.71,29,"Kalamazoo, MI  49006"
Football 2018,Western Michigan,1024006,9/7/18,"1:37:89:41,38",8,70,39.5,"Ithaca, MI  48847"
Football 2018,Western Michigan,1024007,9/7/18,"1:22:58:10,9",4,71.71,60,"Fishers, IN  46038"
Football 2018,Western Michigan,1024010,9/7/18,"1:22:62:20,19",4,71.71,62.5,"Mason, OH  45040"
Football 2018,Western Michigan,1024012,9/7/18,"1:18:57:25,25",2,71.71,30,"Grosse Pointe Woods, MI  48236"
Football 2018,Western Michigan,1024014,9/7/18,"1:9:25:10,9",4,71.71,25,"Hudsonville, MI  49426"
Football 2018,Western Michigan,1024023,9/7/18,"1:37:53:1,1",4,64.57,25,"Portage,  MI  49024"
Football 2018,Western Michigan,1024027,9/7/18,"1:25:54:20,18",6,90,76.97,"Grand Ledge, MI  48837"
Football 2018,Western Michigan,1024029,9/7/18,"1:38:70:25,24",4,71.71,26.83,"Ann Arbor, MI  48103"
Football 2018,Western Michigan,1024030,9/7/18,"1:6:39:5,5",2,71.71,27,"Rockford, MI  49341"
Football 2018,Western Michigan,1024030,9/7/18,"1:6:39:6,6",2,71.71,27,"Rockford, MI  49341"
Football 2018,Western Michigan,1024030,9/7/18,"1:6:39:7,7",2,71.71,27,"Rockford, MI  49341"
Football 2018,Western Michigan,1024030,9/7/18,"1:6:39:8,8",2,71.71,27,"Rockford, MI  49341"
Football 2018,Western Michigan,1024031,9/7/18,"1:21:39:12,11",4,71.71,55,"Walled Lake, MI  48390"
Football 2018,Western Michigan,1024042,9/7/18,"1:15:17:7,6",4,65,45,"Beaverton, MI  48612"
Football 2018,Western Michigan,1024043,9/7/18,"1:15:21:8,7",4,65,44.77,"Gilroy, CA  95020"
Football 2018,Western Michigan,1024045,9/7/18,"1:9:17:22,19",8,71.71,36,"Tiffin, OH  44883"
Football 2018,Western Michigan,1024051,9/7/18,"1:9:11:24,24",2,71.71,45,"Canton, MI  48188"
Football 2018,Western Michigan,1024051,9/7/18,"1:9:11:25,25",2,71.71,45,"Canton, MI  48188"
Football 2018,Western Michigan,1024051,9/7/18,"1:9:11:26,26",2,71.71,45,"Canton, MI  48188"
Football 2018,Western Michigan,1024051,9/7/18,"1:9:11:27,27",2,71.71,45,"Canton, MI  48188"
Football 2018,Western Michigan,1024056,9/7/18,"1:35:41:24,23",4,71.71,30,"Highland, MI  48356"
Football 2018,Western Michigan,1024059,9/7/18,"1:41:38:15,14",4,71.71,29.5,"Novi, MI  48375"
Football 2018,Western Michigan,1024071,9/7/18,"1:13:1:18,17",4,71.71,40,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1024072,9/7/18,"1:39:58:2,1",4,64.57,30,"Needham, MA  02492"
Football 2018,Western Michigan,1024073,9/7/18,"1:15:63:15,14",4,71.71,33,"Kalamazoo, MI  49009"
Football 2018,Western Michigan,1024074,9/7/18,"1:35:74:10,9",4,71.71,27,"Stockbridge, MI  49285"
Football 2018,Western Michigan,1024075,9/7/18,"1:15:61:23,22",4,71.71,26,"Pinckney, MI  48169"
Football 2018,Western Michigan,1024076,9/7/18,"1:16:74:4,1",8,71.71,40,"Roseville, MI  48066"
Football 2018,Western Michigan,1024078,9/7/18,"1:9:62:25,24",4,71.71,27,"Livonia, MI  48152"
Football 2018,Western Michigan,1024079,9/7/18,"1:21:7:8,7",4,64.57,65,"Saginaw, MI  48601"
Football 2018,Western Michigan,1024080,9/7/18,"1:2:27:16,13",8,71.71,50,"Hudsonville, MI  49426"
Football 2018,Western Michigan,1024083,9/7/18,"1:19:60:4,3",4,71.71,27.5,"Spring Lake, MI  49456"
Football 2018,Western Michigan,1024084,9/7/18,"1:37:20:2,1",4,71.71,30,"Saint Johns, MI  48879"
Football 2018,Western Michigan,1024088,9/7/18,"1:3:66:8,5",8,71.71,36,"Warren, MI  48092"
Football 2018,Western Michigan,1024089,9/7/18,"1:37:78:33,33",2,64.57,40,"East China, MI  48054"
Football 2018,Western Michigan,1024094,9/7/18,"1:12:35:20,19",4,71.71,27,"Matthews, NC  28105"
Football 2018,Western Michigan,1024095,9/7/18,"1:9:6:4,3",4,71.71,40,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1024095,9/7/18,"1:9:7:17,16",4,71.71,40,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1024095,9/7/18,"1:9:85:11,11",2,70,39,"Royal Oak, MI  48067"
Football 2018,Western Michigan,1024096,9/7/18,"1:39:87:27,26",4,71.71,28.27,"Shelby Township, MI  48315"
Football 2018,Western Michigan,1024099,9/7/18,"1:16:39:21,20",4,71.71,30,"Chicago, IL  60642"
Football 2018,Western Michigan,1024100,9/7/18,"1:20:28:26,25",4,71.71,46,"Byron Center, MI  49315"
Football 2018,Western Michigan,1024104,9/7/18,"1:1:49:4,4",2,71.71,70,"Waterville, OH  43566"
Football 2018,Western Michigan,1024104,9/7/18,"1:1:49:5,5",2,71.71,70,"Waterville, OH  43566"
Football 2018,Western Michigan,1024104,9/7/18,"1:1:49:6,6",2,71.71,70,"Waterville, OH  43566"
Football 2018,Western Michigan,1024104,9/7/18,"1:1:49:7,7",2,71.71,70,"Waterville, OH  43566"
Football 2018,Western Michigan,1024110,9/7/18,"1:22:20:4,3",4,71.71,75,"New Ross, IN  47968"
Football 2018,Western Michigan,1024114,9/7/18,"1:25:59:26,23",8,0,70,"Holland, MI  49424"
Football 2018,Western Michigan,1024126,9/7/18,"1:9:38:6,5",4,71.71,33,"Auburn, MI  48611"
Football 2018,Western Michigan,1024136,9/7/18,"1:40:30:9,8",4,71.71,35,"Portage,  MI  49024"
Football 2018,Western Michigan,1024138,9/7/18,"1:36:32:20,19",4,71.71,25,"Rochester, MI  48307"
Football 2018,Western Michigan,1024139,9/7/18,"1:13:24:20,19",4,71.71,35,"Three Rivers, MI  49093"
Football 2018,Western Michigan,1024140,9/7/18,"1:38:45:2,2",2,71.71,35,"Chicago, IL  60612"
Football 2018,Western Michigan,1024140,9/7/18,"1:38:45:8,7",4,71.71,30,"Chicago, IL  60612"
Football 2018,Western Michigan,1024141,9/7/18,"1:12:15:15,13",6,71.71,35,"Ann Arbor, MI  48104"
Football 2018,Western Michigan,1024142,9/7/18,"1:20:15:26,25",4,71.71,154,"Denver, CO  80202"
Football 2018,Western Michigan,1024143,9/7/18,"1:43:49:6,5",4,71.71,35,"Huntsville, TX  77320"
Football 2018,Western Michigan,1024144,9/7/18,"1:20:2:10,9",4,71.71,62.5,"Clarkston, MI  48346"
Football 2018,Western Michigan,1024145,9/7/18,"1:18:10:19,16",8,71.71,39.49,"Novi, MI  48375"
Football 2018,Western Michigan,1024145,9/7/18,"1:38:67:26,26",2,71.71,30,"Novi, MI  48375"
Football 2018,Western Michigan,1024147,9/7/18,"1:13:6:12,9",8,65,49,"Birmingham, MI  48009"
Football 2018,Western Michigan,1024150,9/7/18,"1:19:60:19,18",4,71.71,40,"Saline, MI  48176"
Football 2018,Western Michigan,1024151,9/7/18,"1:43:B:12,10",6,90,92,"Pittsburgh, PA  15232"
Football 2018,Western Michigan,1024154,9/7/18,"1:35:42:28,27",4,64.57,26,"East Grand Rapids, MI  49506"
Football 2018,Western Michigan,1024155,9/7/18,"1:24:39:23,22",4,71.71,81.47,"Cadillac, MI  49601"
Football 2018,Western Michigan,1024157,9/7/18,"1:39:67:4,3",4,71.71,30,"Saint Clair Shores, MI  48081"
Football 2018,Western Michigan,1024159,9/7/18,"1:14:60:21,21",2,71.71,50,"Ann Arbor, MI  48108"
Football 2018,Western Michigan,1024160,9/7/18,"1:41:33:9,9",2,71.71,39,"Hudsonville, MI  49426"
Football 2018,Western Michigan,1024161,9/7/18,"1:19:40:14,13",4,71.71,35,"Canton, MI  48188"
Football 2018,Western Michigan,1024164,9/7/18,"1:24:9:25,25",2,71.71,100,"Portage, MI  49002"
Football 2018,Western Michigan,1024165,9/7/18,"1:24:2:3,1",6,90,115,"New Baltimore, MI  48047"
Football 2018,Western Michigan,1024169,9/7/18,"1:19:44:10,9",4,71.71,39,"Schoolcraft, MI  49087"
Football 2018,Western Michigan,1024170,9/7/18,"1:6:48:4,3",4,71.71,39,"Macomb, MI 48044"
Football 2018,Western Michigan,1024171,9/7/18,"1:1:40:16,15",4,71.71,72.24,"Bethlehem, PA  18020"
Football 2018,Western Michigan,1024173,9/7/18,"1:21:31:8,7",4,64.57,75,"Centerville, OH  45458"
Football 2018,Western Michigan,1024175,9/7/18,"1:40:80:4,3",4,71.71,25,"Enterprise, AL  36330"
Football 2018,Western Michigan,1024177,9/7/18,"1:20:7:4,4",2,71.71,79.99,"Tecumseh, MI  49286"
Football 2018,Western Michigan,1024177,9/7/18,"1:20:7:5,5",2,71.71,79.99,"Tecumseh, MI  49286"
Football 2018,Western Michigan,1024177,9/7/18,"1:20:7:6,6",2,71.71,79.99,"Tecumseh, MI  49286"
Football 2018,Western Michigan,1024177,9/7/18,"1:20:7:7,7",2,71.71,79.99,"Tecumseh, MI  49286"
Football 2018,Western Michigan,1024177,9/7/18,"1:20:7:8,8",2,71.71,79.99,"Tecumseh, MI  49286"
Football 2018,Western Michigan,1024181,9/7/18,"1:41:33:10,10",2,71.71,39,"Davison, MI  48423"
Football 2018,Western Michigan,1024182,9/7/18,"1:9:19:26,25",4,71.71,30,"Plymouth, MI  48170"
Football 2018,Western Michigan,1024184,9/7/18,"1:22:24:12,11",4,71.71,74,"Marietta, GA  30066"
Football 2018,Western Michigan,1024186,9/7/18,"1:21:16:25,23",6,71.71,50,"Archbold, OH  43502"
